rank,category,modality,name,number,country,event_name,Qualification,Semi-Final,Final
1,Men,Boulder,Jernej KRUDER,1 •,SLO,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 7 7 (1),2T4z 7 6 (6),4T4z 8 6 (1)
2,Men,Boulder,Adam ONDRA,8 •,CZE,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 8 12 (10),4T4z 9 6 (1),3T4z 5 7 (2)
3,Men,Boulder,Yoshiyuki OGATA,5 •,JPN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 15 11 (6),2T4z 5 7 (4),3T3z 6 5 (3)
4,Men,Boulder,Anze PEHARC,10 •,SLO,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 7 8 (9),2T4z 5 5 (3),2T3z 6 6 (4)
5,Men,Boulder,Rei KAWAMATA,21 •,JPN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",4T5z 13 10 (8),2T4z 3 15 (2),1T3z 2 6 (5)
6,Men,Boulder,Vadim TIMONOV,76 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",4T5z 11 15 (3),2T4z 6 6 (5),1T3z 2 8 (6)
7,Men,Boulder,Manuel CORNU,63 •,FRA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 6 16 (6),2T4z 13 16 (7),
8,Men,Boulder,Yuji FUJIWAKI,61 •,JPN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T3z 5 7 (10),2T3z 6 6 (8),
9,Men,Boulder,Kokoro FUJII,2 •,JPN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 10 9 (4),1T4z 1 6 (9),
10,Men,Boulder,Jongwon CHON,3 •,KOR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 10 7 (3),1T4z 1 9 (10),
11,Men,Boulder,Aleksey RUBTSOV,57 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 4 7 (5),1T4z 2 4 (11),
12,Men,Boulder,Jan HOJER,60 •,GER,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",4T5z 5 7 (2),1T4z 2 9 (12),
13,Men,Boulder,Nikolai IARILOVETS,79 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T4z 6 16 (9),1T4z 3 8 (13),
14,Men,Boulder,Alban LEVIER,11 •,FRA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",4T5z 7 7 (7),1T4z 3 9 (14),
15,Men,Boulder,Alexander MEGOS,69 •,GER,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T4z 5 7 (7),1T4z 4 5 (15),
16,Men,Boulder,Rei SUGIMOTO,56 •,JPN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 13 10 (1),0T4z 0 6 (16),
17,Men,Boulder,Taisei ISHIMATSU,62 •,JPN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T4z 6 8 (8),0T4z 0 15 (17),
18,Men,Boulder,Mickael MAWEM,7 •,FRA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 8 6 (2),0T3z 0 5 (18),
19,Men,Boulder,Tomoaki TAKATA,59 •,JPN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",4T5z 12 13 (4),0T3z 0 9 (19),
20,Men,Boulder,Alex KHAZANOV,6 •,ISR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 10 10 (5),0T3z 0 15 (20),
21,Men,Boulder,Yufei PAN,14 •,CHN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 9 16 (11),,
21,Men,Boulder,Tim REUSER,71 •,NED,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T5z 4 15 (11),,
23,Men,Boulder,Yannick FLOHÉ,12 •,GER,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 12 13 (12),,
23,Men,Boulder,Gregor VEZONIK,58 •,SLO,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T5z 4 16 (12),,
25,Men,Boulder,Sascha LEHMANN,20 •,SUI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 16 18 (13),,
25,Men,Boulder,Nathan PHILLIPS,64 •,GBR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T4z 1 13 (13),,
27,Men,Boulder,Zach GALLA,80 •,USA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T4z 3 9 (14),,
27,Men,Boulder,Jakob SCHUBERT,4 •,AUT,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T4z 5 5 (14),,
29,Men,Boulder,Kipras BALTRUNAS,94 •,LTU,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T4z 4 30 (15),,
29,Men,Boulder,William BOSI,22 •,GBR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T4z 6 5 (15),,
29,Men,Boulder,Martin STRANIK,15 •,CZE,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T4z 6 5 (15),,
32,Men,Boulder,Gholamali BARATZADEH,75 •,IRI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T4z 5 17 (16),,
33,Men,Boulder,Alfons DORNAUER,70 •,AUT,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 2 9 (17),,
33,Men,Boulder,Sean MCCOLL,9 •,CAN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T4z 7 6 (17),,
35,Men,Boulder,Florian KLINGLER,17 •,AUT,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T4z 9 9 (18),,
35,Men,Boulder,Simon LORENZI,47 •,BEL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T4z 9 9 (18),,
35,Men,Boulder,William RIDAL,68 •,GBR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 3 10 (18),,
38,Men,Boulder,Dominik HAERTL,88 •,AUT,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 5 8 (19),,
39,Men,Boulder,Stefano GHISOLFI,19 •,ITA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T3z 9 6 (20),,
39,Men,Boulder,Carlos Felipe GRANJA LOPEZ,84 •,ECU,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 6 12 (20),,
41,Men,Boulder,Rudolph RUANA,53 •,USA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T4z 3 8 (21),,
41,Men,Boulder,Sergii TOPISHKO,65 •,UKR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T2z 2 3 (21),,
43,Men,Boulder,Michael PICCOLRUAZ,66 •,ITA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T2z 2 5 (22),,
43,Men,Boulder,Fedir SAMOILOV,34 •,UKR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T4z 6 5 (22),,
45,Men,Boulder,Benjamin BLASER,85 •,SUI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T2z 2 9 (23),,
45,Men,Boulder,Thilo Jeldrik SCHRÖTER,13 •,NOR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T3z 2 4 (23),,
47,Men,Boulder,Lukas FRANCKAERT,48 •,BEL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T5z 7 25 (24),,
47,Men,Boulder,Dmitrii SHARAFUTDINOV,73 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T2z 3 7 (24),,
49,Men,Boulder,Joe GOODACRE,55 •,USA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T4z 5 11 (25),,
49,Men,Boulder,Sergei LUZHETSKII,107 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T1z 3 3 (25),,
51,Men,Boulder,Zan LOVENJAK SUDAR,90 •,SLO,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T4z 0 10 (26),,
51,Men,Boulder,Fredrik SERLACHIUS,38 •,SWE,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T4z 7 18 (26),,
53,Men,Boulder,Jan-luca POSCH,103 •,AUT,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 11 (27),,
53,Men,Boulder,Fatchur ROJI,52 •,INA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T4z 8 20 (27),,
53,Men,Boulder,Yuval SHEMLA,100 •,ISR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 11 (27),,
53,Men,Boulder,Sergei SKORODUMOV,92 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 11 (27),,
57,Men,Boulder,Jeremy BONDER,43 •,FRA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 1 6 (28),,
58,Men,Boulder,Nimrod MARCUS,18 •,ISR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 2 4 (29),,
58,Men,Boulder,Francesco VETTORATA,40 •,ITA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 2 4 (29),,
60,Men,Boulder,Keita DOHI,67 •,JPN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 12 (30),,
61,Men,Boulder,Nicolas COLLIN,16 •,BEL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 3 4 (31),,
61,Men,Boulder,Kevin HEINIGER,77 •,SUI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 4 (31),,
61,Men,Boulder,Kim MARSCHNER,72 •,GER,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 4 (31),,
64,Men,Boulder,Nils FAVRE,23 •,SUI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T2z 2 4 (32),,
65,Men,Boulder,Ludovico FOSSALI,87 •,ITA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 5 (33),,
65,Men,Boulder,Philipp MARTIN,41 •,GER,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T2z 4 5 (33),,
65,Men,Boulder,James POPE,82 •,GBR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 5 (33),,
65,Men,Boulder,Domen SKOFIC,109 •,SLO,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 5 (33),,
69,Men,Boulder,Cheuk-hei HO,36 •,HKG,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T2z 7 6 (34),,
70,Men,Boulder,Josh LEVIN,51 •,USA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T4z 0 12 (35),,
71,Men,Boulder,Marcello BOMBARDI,74 •,ITA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 10 (36),,
71,Men,Boulder,Cesar GROSSO,29 •,BRA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 7 (36),,
71,Men,Boulder,Yury NOVITSKIY,101 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 10 (36),,
74,Men,Boulder,John BROSLER,46 •,USA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 8 (37),,
74,Men,Boulder,Konstantin MITIN,39 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 8 (37),,
76,Men,Boulder,Georg PARMA,97 •,AUT,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 1 (38),,
77,Men,Boulder,Sam AVEZOU,27 •,FRA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 10 (39),,
77,Men,Boulder,Theis Lindegren ELFENBEIN,106 •,DEN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 6 (39),,
77,Men,Boulder,Aliaksandr KLIUZHAU,78 •,BLR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 6 (39),,
77,Men,Boulder,Nikita LOGUNOV,98 •,BLR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 6 (39),,
81,Men,Boulder,Nikolai MICHUROV,33 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 14 (40),,
82,Men,Boulder,Lasa TEMI,37 •,INA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 5 (41),,
83,Men,Boulder,Cheung-chi Shoji CHAN,35 •,HKG,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 6 (42),,
83,Men,Boulder,Rishat KHAIBULLIN,24 •,KAZ,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 6 (42),,
83,Men,Boulder,Danny VALENCIA,30 •,ECU,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 6 (42),,
83,Men,Boulder,Ka-chun YAU,99 •,HKG,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 8 (42),,
83,Men,Boulder,Evgenii ZAZULIN,28 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 6 (42),,
88,Men,Boulder,Aspar ASPAR,93 •,INA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (43),,
88,Men,Boulder,Chi-fung AU,81 •,HKG,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (43),,
88,Men,Boulder,Max AYRTON,105 •,GBR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (43),,
88,Men,Boulder,Mark CHAN CHONG KIAT,89 •,SGP,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (43),,
88,Men,Boulder,Christopher COSSER,102 •,RSA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (43),,
88,Men,Boulder,Tomas DUCHON,104 •,CZE,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (43),,
88,Men,Boulder,Roman KUCERA,91 •,CZE,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (43),,
88,Men,Boulder,Ram LEVIN,95 •,ISR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (43),,
88,Men,Boulder,Amir MAIMURATOV,96 •,KAZ,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (43),,
88,Men,Boulder,Alfian MUHAMMAD FAJRI,108 •,INA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (43),,
88,Men,Boulder,Dzmitry NIKANORAU,86 •,BLR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (43),,
88,Men,Boulder,Amir NOURI,83 •,IRI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (43),,
88,Men,Boulder,Mohammadamin YAZDIZAD,110 •,IRI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (43),,
101,Men,Boulder,Hannes PUMAN,45 •,SWE,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 7 (46),,
102,Men,Boulder,Maksim NIKIFARAVETS,42 •,BLR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 8 (47),,
103,Men,Boulder,Dmitrii FAKIRIANOV,25 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 1 (48),,
103,Men,Boulder,Ode Rifaldi RIDJAYA,49 •,INA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 1 (48),,
103,Men,Boulder,Stepan STRANIK,26 •,CZE,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 1 (48),,
106,Men,Boulder,Davoud REKABI,32 •,IRI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 3 (51),,
107,Men,Boulder,Singh ADARSH,50 •,IND,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (52),,
107,Men,Boulder,Marcin DZIENSKI,54 •,POL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (52),,
107,Men,Boulder,Aliaksandr IVANOU,44 •,BLR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (52),,
107,Men,Boulder,Loïc TIMMERMANS,31 •,BEL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (52),,
1,Women,Boulder,Janja GARNBRET,201 •,SLO,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 5 5 (1),2T3z 8 9 (2),4T4z 4 4 (1)
2,Women,Boulder,Shauna COXSEY,202 •,GBR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 9 8 (3),2T3z 5 7 (1),4T4z 6 6 (2)
3,Women,Boulder,Fanny GIBERT,247 •,FRA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 11 11 (1),1T4z 3 10 (3),4T4z 6 6 (3)
4,Women,Boulder,Lucka RAKOVEC,261 •,SLO,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 7 9 (6),1T2z 4 5 (5),3T4z 3 5 (4)
5,Women,Boulder,Jessica PILZ,250 •,AUT,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 4 8 (3),1T2z 2 3 (4),3T4z 9 10 (5)
6,Women,Boulder,Futaba ITO,204 •,JPN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 14 13 (7),0T3z 0 6 (6),3T3z 6 6 (6)
7,Women,Boulder,Sol SA,249 •,KOR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 5 10 (4),0T3z 0 10 (7),
8,Women,Boulder,Petra KLINGLER,203 •,SUI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 11 10 (5),0T2z 0 3 (8),
9,Women,Boulder,Alannah YIP,207 •,CAN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",4T5z 9 11 (10),0T2z 0 4 (9),
10,Women,Boulder,Ievgeniia KAZBEKOVA,255 •,UKR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 10 12 (8),0T2z 0 6 (10),
10,Women,Boulder,Emily PHILLIPS,214 •,GBR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 9 7 (2),0T2z 0 6 (10),
12,Women,Boulder,Sandra LETTNER,208 •,AUT,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 10 8 (4),0T2z 0 9 (12),
13,Women,Boulder,Yuetong ZHANG,265 •,CHN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 6 12 (5),0T2z 0 11 (13),
14,Women,Boulder,Afra HÖNIG,212 •,GER,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",4T5z 8 12 (9),0T1z 0 1 (14),
14,Women,Boulder,Irina KUZMENKO,243 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",4T5z 7 12 (8),0T1z 0 1 (14),
16,Women,Boulder,Kyra CONDIE,205 •,USA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",5T5z 12 5 (6),0T1z 0 2 (16),
17,Women,Boulder,Johanna FÄRBER,253 •,AUT,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 14 13 (9),0T1z 0 3 (17),
17,Women,Boulder,Natalia GROSSMAN,285 •,USA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 8 7 (7),0T1z 0 3 (17),
19,Women,Boulder,Katja DEBEVEC,248 •,SLO,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",4T5z 11 9 (2),0T1z 0 4 (19),
20,Women,Boulder,Berit SCHWAIGER,252 •,AUT,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T4z 5 5 (10),0T0z 0 0 (20),
21,Women,Boulder,Sienna KOPF,230 •,USA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",4T5z 11 9 (11),,
21,Women,Boulder,Viktoriia MESHKOVA,279 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T4z 9 7 (11),,
23,Women,Boulder,Mao NAKAMURA,254 •,JPN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T4z 10 9 (12),,
23,Women,Boulder,Elnaz REKABI,235 •,IRI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",4T5z 12 11 (12),,
25,Women,Boulder,Chloe CAULIER,206 •,BEL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 4 8 (13),,
25,Women,Boulder,Alex JOHNSON,258 •,USA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T3z 6 4 (13),,
27,Women,Boulder,Naïlé MEIGNAN,224 •,FRA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 9 11 (14),,
27,Women,Boulder,Sofya YOKOYAMA,284 •,SUI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T5z 2 12 (14),,
29,Women,Boulder,Mia KRAMPL,257 •,SLO,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T5z 2 16 (15),,
29,Women,Boulder,Jennifer WOOD,220 •,GBR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T5z 11 10 (15),,
31,Women,Boulder,Julia CHANOURDIE,262 •,FRA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T5z 6 9 (16),,
31,Women,Boulder,Anna ZAIKINA,225 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T4z 9 8 (16),,
33,Women,Boulder,Natsumi HIRANO,288 •,JPN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T4z 3 9 (17),,
33,Women,Boulder,Andrea KÜMIN,219 •,SUI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T4z 13 11 (17),,
35,Women,Boulder,Hung Ying LEE,213 •,TPE,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T3z 7 5 (18),,
35,Women,Boulder,Anna MARGOLINA,270 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T4z 7 18 (18),,
37,Women,Boulder,Jain KIM,216 •,KOR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",3T3z 9 7 (19),,
37,Women,Boulder,Laura ROGORA,268 •,ITA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T3z 2 4 (19),,
39,Women,Boulder,Valentina AGUADO,221 •,ARG,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T4z 5 10 (20),,
39,Women,Boulder,Alma BESTVATER,251 •,GER,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T3z 4 4 (20),,
41,Women,Boulder,Maëlys AGRAPART,278 •,FRA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T3z 4 6 (21),,
41,Women,Boulder,Manon HILY,215 •,FRA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T4z 5 12 (21),,
43,Women,Boulder,Vanda MICHALKOVA,283 •,SVK,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T2z 2 2 (22),,
43,Women,Boulder,Mattea PÖTZI,218 •,AUT,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T4z 6 15 (22),,
45,Women,Boulder,Sierra BLAIR-COYLE,209 •,USA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T4z 8 13 (23),,
45,Women,Boulder,Hannah MEUL,259 •,GER,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 1 4 (23),,
47,Women,Boulder,Luiza EMELEVA,223 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T3z 5 8 (24),,
47,Women,Boulder,Elena KRASOVSKAIA,263 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 1 6 (24),,
47,Women,Boulder,Anna TSYGANOVA,267 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 1 6 (24),,
50,Women,Boulder,Joanna NEAME,229 •,GBR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",2T3z 5 9 (25),,
51,Women,Boulder,Anne-sophie KOLLER,260 •,SUI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 2 7 (26),,
51,Women,Boulder,Julia PINGGERA,210 •,AUT,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T4z 1 10 (26),,
53,Women,Boulder,Mahya DARABIAN,269 •,IRI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 2 13 (27),,
53,Women,Boulder,Tiba VROOM,238 •,NED,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T4z 4 8 (27),,
55,Women,Boulder,Flora FROESE,281 •,AUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T1z 1 1 (28),,
55,Women,Boulder,Nanako KURA,211 •,JPN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 3 4 (28),,
57,Women,Boulder,Leonie LOCHNER,231 •,GER,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T3z 4 11 (29),,
57,Women,Boulder,Iuliia PANTELEEVA,256 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T4z 0 18 (29),,
59,Women,Boulder,Evgeniya LAPSHINA,264 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 9 (30),,
59,Women,Boulder,Linda SJÖDIN,241 •,SWE,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T2z 1 6 (30),,
59,Women,Boulder,Yiling SONG,275 •,CHN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 9 (30),,
62,Women,Boulder,Vera ZIJLSTRA,217 •,NED,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T2z 2 3 (31),,
63,Women,Boulder,Tamara ULZHABAYEVA,246 •,KAZ,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",1T2z 4 5 (32),,
63,Women,Boulder,Katrine VANDET SALLING,266 •,DEN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 11 (32),,
65,Women,Boulder,Rong JIANG,242 •,CHN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T4z 0 13 (33),,
65,Women,Boulder,Virgita NADYA PUTRI,287 •,INA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 21 (33),,
