rank,category,modality,name,number,country,event_name
17,Women,Lead,Rika FURUTA,,JPN,UIAA Worldcup - Tokio 1991
18,Women,Lead,Chiaki SUGIMORI,,JPN,UIAA Worldcup - Tokio 1991
19,Women,Lead,Ork-young CHA,,KOR,UIAA Worldcup - Tokio 1991
19,Women,Lead,Joung-mi KIM,,KOR,UIAA Worldcup - Tokio 1991
21,Women,Lead,Jill GARDINER,,GBR,UIAA Worldcup - Tokio 1991
21,Women,Lead,Mito MASUMI,,JPN,UIAA Worldcup - Tokio 1991
23,Women,Lead,Youko KATOU,,JPN,UIAA Worldcup - Tokio 1991
23,Women,Lead,Chun-fang LIN,,CHN,UIAA Worldcup - Tokio 1991
25,Women,Lead,Anne JACOB,,IND,UIAA Worldcup - Tokio 1991
26,Women,Lead,Shu-mei HSU,,TPE,UIAA Worldcup - Tokio 1991
26,Women,Lead,Alka SABHARVAL,,IND,UIAA Worldcup - Tokio 1991
26,Women,Lead,Kusi-chib YANG,,TPE,UIAA Worldcup - Tokio 1991
1,Men,Lead,François LEGRAND,,FRA,UIAA Worldcup - Nürnberg 1991
2,Men,Lead,Jim KARN,,USA,UIAA Worldcup - Nürnberg 1991
3,Men,Lead,Christoph FINKEL,,GER,UIAA Worldcup - Nürnberg 1991
4,Men,Lead,Faycal NATECH,,FRA,UIAA Worldcup - Nürnberg 1991
5,Men,Lead,Frédéric NICOLE,,SUI,UIAA Worldcup - Nürnberg 1991
6,Men,Lead,Stefan FÜRST,,AUT,UIAA Worldcup - Nürnberg 1991
7,Men,Lead,Guido KÖSTERMEYER,,GER,UIAA Worldcup - Nürnberg 1991
8,Men,Lead,Patxi AROCENA,,ESP,UIAA Worldcup - Nürnberg 1991
9,Men,Lead,Klaus BÜCHELE,,GER,UIAA Worldcup - Nürnberg 1991
10,Men,Lead,Jean-baptiste TRIBOUT,,FRA,UIAA Worldcup - Nürnberg 1991
11,Men,Lead,Alexander ADLER,,GER,UIAA Worldcup - Nürnberg 1991
12,Men,Lead,Elie CHEVIEUX,,SUI,UIAA Worldcup - Nürnberg 1991
13,Men,Lead,Yann GHESQUIERS,,FRA,UIAA Worldcup - Nürnberg 1991
14,Men,Lead,Stefano ALIPPI,,ITA,UIAA Worldcup - Nürnberg 1991
15,Men,Lead,François LOMBARD,,FRA,UIAA Worldcup - Nürnberg 1991
16,Men,Lead,Werner THON,,GER,UIAA Worldcup - Nürnberg 1991
17,Men,Lead,Salavat RAKHMETOV,,RUS,UIAA Worldcup - Nürnberg 1991
18,Men,Lead,Frédéric COROLLER,,FRA,UIAA Worldcup - Nürnberg 1991
19,Men,Lead,Thomas FICKERT,,GER,UIAA Worldcup - Nürnberg 1991
20,Men,Lead,Doug ENGLEKIRK,,USA,UIAA Worldcup - Nürnberg 1991
21,Men,Lead,Andrea GALLO,,ITA,UIAA Worldcup - Nürnberg 1991
22,Men,Lead,Juri LISSOVOI,,RUS,UIAA Worldcup - Nürnberg 1991
23,Men,Lead,Jean Paul FINNE,,BEL,UIAA Worldcup - Nürnberg 1991
24,Men,Lead,Tony RYAN,,GBR,UIAA Worldcup - Nürnberg 1991
25,Men,Lead,Arnould T'KINT,,BEL,UIAA Worldcup - Nürnberg 1991
26,Men,Lead,Kurt DE BOECK,,BEL,UIAA Worldcup - Nürnberg 1991
27,Men,Lead,Luca ZARDINI,,ITA,UIAA Worldcup - Nürnberg 1991
28,Men,Lead,Jean CABARET,,FRA,UIAA Worldcup - Nürnberg 1991
29,Men,Lead,Vladimir JOURKIN,,RUS,UIAA Worldcup - Nürnberg 1991
30,Men,Lead,Josef SCHWAIGER,,AUT,UIAA Worldcup - Nürnberg 1991
31,Men,Lead,Hannes RIESER,,AUT,UIAA Worldcup - Nürnberg 1991
32,Men,Lead,Kevin WILSON,,CAN,UIAA Worldcup - Nürnberg 1991
32,Men,Lead,Volker WÜSTERMANN,,GER,UIAA Worldcup - Nürnberg 1991
34,Men,Lead,Yuji HIRAYAMA,,JPN,UIAA Worldcup - Nürnberg 1991
35,Men,Lead,Kairat RAKHMETOV,,KAZ,UIAA Worldcup - Nürnberg 1991
35,Men,Lead,Pavel SAMOILINE,,RUS,UIAA Worldcup - Nürnberg 1991
37,Men,Lead,Luca GIUPPONI,,ITA,UIAA Worldcup - Nürnberg 1991
37,Men,Lead,Alexander SISINTSEV,,RUS,UIAA Worldcup - Nürnberg 1991
37,Men,Lead,Geoff WEIGAND,,AUS,UIAA Worldcup - Nürnberg 1991
40,Men,Lead,François COFFY,,FRA,UIAA Worldcup - Nürnberg 1991
41,Men,Lead,Txema GOMEZ,,ESP,UIAA Worldcup - Nürnberg 1991
41,Men,Lead,Philippe STEULET,,SUI,UIAA Worldcup - Nürnberg 1991
41,Men,Lead,Glenn SUTCLIFFE,,GBR,UIAA Worldcup - Nürnberg 1991
44,Men,Lead,Andrzej MARCISZ,,POL,UIAA Worldcup - Nürnberg 1991
44,Men,Lead,Yoshihiko TERASHIMA,,JPN,UIAA Worldcup - Nürnberg 1991
46,Men,Lead,Mark DELAFIELD,,GBR,UIAA Worldcup - Nürnberg 1991
47,Men,Lead,Cristian BRENNA,,ITA,UIAA Worldcup - Nürnberg 1991
47,Men,Lead,Will GADD,,CAN,UIAA Worldcup - Nürnberg 1991
47,Men,Lead,Dale GODDARD,,USA,UIAA Worldcup - Nürnberg 1991
47,Men,Lead,Marek HAVLIK,,CZE,UIAA Worldcup - Nürnberg 1991
47,Men,Lead,Pascal HUBLET,,BEL,UIAA Worldcup - Nürnberg 1991
47,Men,Lead,Johnny SCHELKER,,SUI,UIAA Worldcup - Nürnberg 1991
47,Men,Lead,Tadej SLABE,,SLO,UIAA Worldcup - Nürnberg 1991
47,Men,Lead,Peter THALLER,,AUT,UIAA Worldcup - Nürnberg 1991
47,Men,Lead,Marcel TOMAN,,CZE,UIAA Worldcup - Nürnberg 1991
47,Men,Lead,Kelly WILSON,,CAN,UIAA Worldcup - Nürnberg 1991
57,Men,Lead,Sebastian KOSTKIEWICZ,,POL,UIAA Worldcup - Nürnberg 1991
57,Men,Lead,Matej MEJOVSEK,,SLO,UIAA Worldcup - Nürnberg 1991
59,Men,Lead,Erik JACOBS,,NED,UIAA Worldcup - Nürnberg 1991
60,Men,Lead,Evgeny OVCHINNIKOV,,RUS,UIAA Worldcup - Nürnberg 1991
61,Men,Lead,Takashi IWAMORI,,JPN,UIAA Worldcup - Nürnberg 1991
62,Men,Lead,Stefan ADRIAN,,ROU,UIAA Worldcup - Nürnberg 1991
62,Men,Lead,Hira VERICK,,AUS,UIAA Worldcup - Nürnberg 1991
1,Women,Lead,Isabelle PATISSIER,,FRA,UIAA Worldcup - Nürnberg 1991
2,Women,Lead,Robyn ERBESFIELD,,USA,UIAA Worldcup - Nürnberg 1991
3,Women,Lead,Nanette RAYBAUD,,FRA,UIAA Worldcup - Nürnberg 1991
4,Women,Lead,Susi GOOD,,SUI,UIAA Worldcup - Nürnberg 1991
5,Women,Lead,Lynn HILL,,USA,UIAA Worldcup - Nürnberg 1991
6,Women,Lead,Luisa IOVANE,,ITA,UIAA Worldcup - Nürnberg 1991
7,Women,Lead,Felicity BUTLER,,GBR,UIAA Worldcup - Nürnberg 1991
8,Women,Lead,Catherine GLOESENER,,BEL,UIAA Worldcup - Nürnberg 1991
9,Women,Lead,Isabelle DORSIMOND,,BEL,UIAA Worldcup - Nürnberg 1991
10,Women,Lead,Natalie RICHER,,FRA,UIAA Worldcup - Nürnberg 1991
11,Women,Lead,Venera CHERESHNEVA,,RUS,UIAA Worldcup - Nürnberg 1991
12,Women,Lead,Isabelle LAFFONT,,FRA,UIAA Worldcup - Nürnberg 1991
12,Women,Lead,Pascale NOEL,,LUX,UIAA Worldcup - Nürnberg 1991
12,Women,Lead,Angela STRIECKS,,GER,UIAA Worldcup - Nürnberg 1991
15,Women,Lead,Agnès BRARD,,FRA,UIAA Worldcup - Nürnberg 1991
16,Women,Lead,Bobbie BENSMAN,,USA,UIAA Worldcup - Nürnberg 1991
17,Women,Lead,Marietta UHDEN,,GER,UIAA Worldcup - Nürnberg 1991
18,Women,Lead,Andrea EISENHUT,,GER,UIAA Worldcup - Nürnberg 1991
19,Women,Lead,Anna IBANEZ-TUDORAS,,ESP,UIAA Worldcup - Nürnberg 1991
20,Women,Lead,Corinne LABRUNE,,FRA,UIAA Worldcup - Nürnberg 1991
20,Women,Lead,Heike ORTLIEB,,GER,UIAA Worldcup - Nürnberg 1991
20,Women,Lead,Shelly PRESSON,,USA,UIAA Worldcup - Nürnberg 1991
23,Women,Lead,Natalia KOSMACHEVA,,RUS,UIAA Worldcup - Nürnberg 1991
24,Women,Lead,Yulia INOZEMTSEVA,,RUS,UIAA Worldcup - Nürnberg 1991
25,Women,Lead,Amy IRVINE,,USA,UIAA Worldcup - Nürnberg 1991
26,Women,Lead,Ursula HELFERT,,GER,UIAA Worldcup - Nürnberg 1991
27,Women,Lead,Iwona GRONKIEWICZ-MARCISZ,,POL,UIAA Worldcup - Nürnberg 1991
28,Women,Lead,Elena KOLIADA,,RUS,UIAA Worldcup - Nürnberg 1991
28,Women,Lead,Svetlana LIKHOVA,,RUS,UIAA Worldcup - Nürnberg 1991
28,Women,Lead,Dagmar PFAFFENBICHLER,,AUT,UIAA Worldcup - Nürnberg 1991
28,Women,Lead,Marie-annick PIAT,,FRA,UIAA Worldcup - Nürnberg 1991
28,Women,Lead,Diane RUSSELL,,USA,UIAA Worldcup - Nürnberg 1991
33,Women,Lead,Barbara HIRSCHBICHLER,,GER,UIAA Worldcup - Nürnberg 1991
33,Women,Lead,Marie-luise KILCHÖR,,SUI,UIAA Worldcup - Nürnberg 1991
33,Women,Lead,Marina KLEONOVA,,RUS,UIAA Worldcup - Nürnberg 1991
33,Women,Lead,Margarita SAULIMOVSKAIA,,RUS,UIAA Worldcup - Nürnberg 1991
33,Women,Lead,Tamara SCHLEMMER,,GER,UIAA Worldcup - Nürnberg 1991
38,Women,Lead,Karin BLESS-REITH,,SUI,UIAA Worldcup - Nürnberg 1991
39,Women,Lead,Gunda FRÜHWALD,,GER,UIAA Worldcup - Nürnberg 1991
39,Women,Lead,Metka LUKANCIC,,SLO,UIAA Worldcup - Nürnberg 1991
41,Women,Lead,Daniela LUZZINI,,ITA,UIAA Worldcup - Nürnberg 1991
42,Women,Lead,Catherine VALLET,,FRA,UIAA Worldcup - Nürnberg 1991
43,Women,Lead,Elena CIOROIANU,,ROU,UIAA Worldcup - Nürnberg 1991
43,Women,Lead,Sandra MIHALCEA,,ROU,UIAA Worldcup - Nürnberg 1991
45,Women,Lead,Delyth GOODEY,,GBR,UIAA Worldcup - Nürnberg 1991
46,Women,Lead,Barbara CLEMES,,CAN,UIAA Worldcup - Nürnberg 1991
1,Men,Lead,François LOMBARD,,FRA,UIAA Worldcup - Birmingham 1991
2,Men,Lead,Yuji HIRAYAMA,,JPN,UIAA Worldcup - Birmingham 1991
3,Men,Lead,Elie CHEVIEUX,,SUI,UIAA Worldcup - Birmingham 1991
4,Men,Lead,Guido KÖSTERMEYER,,GER,UIAA Worldcup - Birmingham 1991
5,Men,Lead,Ben MOON,,GBR,UIAA Worldcup - Birmingham 1991
6,Men,Lead,Jean-baptiste TRIBOUT,,FRA,UIAA Worldcup - Birmingham 1991
7,Men,Lead,Stefan GLOWACZ,,GER,UIAA Worldcup - Birmingham 1991
8,Men,Lead,François PETIT,,FRA,UIAA Worldcup - Birmingham 1991
9,Men,Lead,Pavel SAMOILINE,,RUS,UIAA Worldcup - Birmingham 1991
10,Men,Lead,Malcolm SMITH,,GBR,UIAA Worldcup - Birmingham 1991
11,Men,Lead,Serge BLEIN,,FRA,UIAA Worldcup - Birmingham 1991
11,Men,Lead,Yann GHESQUIERS,,FRA,UIAA Worldcup - Birmingham 1991
13,Men,Lead,Frédéric NICOLE,,SUI,UIAA Worldcup - Birmingham 1991
14,Men,Lead,Stefano ALIPPI,,ITA,UIAA Worldcup - Birmingham 1991
14,Men,Lead,Evgeny OVCHINNIKOV,,RUS,UIAA Worldcup - Birmingham 1991
16,Men,Lead,Stefan FÜRST,,AUT,UIAA Worldcup - Birmingham 1991
17,Men,Lead,Tadej SLABE,,SLO,UIAA Worldcup - Birmingham 1991
18,Men,Lead,Jean Paul FINNE,,BEL,UIAA Worldcup - Birmingham 1991
19,Men,Lead,Jim KARN,,USA,UIAA Worldcup - Birmingham 1991
20,Men,Lead,Mick LOVATT,,GBR,UIAA Worldcup - Birmingham 1991
21,Men,Lead,Andrzej MARCISZ,,POL,UIAA Worldcup - Birmingham 1991
22,Men,Lead,Colin LANTZ,,USA,UIAA Worldcup - Birmingham 1991
23,Men,Lead,Klaus BÜCHELE,,GER,UIAA Worldcup - Birmingham 1991
24,Men,Lead,Dave CUTHBERTSON,,GBR,UIAA Worldcup - Birmingham 1991
25,Men,Lead,Kurt DE BOECK,,BEL,UIAA Worldcup - Birmingham 1991
25,Men,Lead,Pete OXLEY,,GBR,UIAA Worldcup - Birmingham 1991
27,Men,Lead,Faycal NATECH,,FRA,UIAA Worldcup - Birmingham 1991
28,Men,Lead,Mark DELAFIELD,,GBR,UIAA Worldcup - Birmingham 1991
29,Men,Lead,Christoph FINKEL,,GER,UIAA Worldcup - Birmingham 1991
29,Men,Lead,Hans FLORINE,,USA,UIAA Worldcup - Birmingham 1991
29,Men,Lead,Alberto GNERRO,,ITA,UIAA Worldcup - Birmingham 1991
29,Men,Lead,Vladimir JOURKIN,,RUS,UIAA Worldcup - Birmingham 1991
29,Men,Lead,Severino SCASSA,,ITA,UIAA Worldcup - Birmingham 1991
29,Men,Lead,Arnould T'KINT,,BEL,UIAA Worldcup - Birmingham 1991
35,Men,Lead,Stuart A. CAMERON,,GBR,UIAA Worldcup - Birmingham 1991
35,Men,Lead,Frédéric COROLLER,,FRA,UIAA Worldcup - Birmingham 1991
35,Men,Lead,Txema GOMEZ,,ESP,UIAA Worldcup - Birmingham 1991
35,Men,Lead,Tony RYAN,,GBR,UIAA Worldcup - Birmingham 1991
39,Men,Lead,Erik JACOBS,,NED,UIAA Worldcup - Birmingham 1991
40,Men,Lead,Vincent ALBRAND,,FRA,UIAA Worldcup - Birmingham 1991
40,Men,Lead,Piotr KORCZAK,,POL,UIAA Worldcup - Birmingham 1991
42,Men,Lead,Patxi AROCENA,,ESP,UIAA Worldcup - Birmingham 1991
42,Men,Lead,Bob BERGMAN,,CAN,UIAA Worldcup - Birmingham 1991
42,Men,Lead,Carlos BRASCO,,ESP,UIAA Worldcup - Birmingham 1991
42,Men,Lead,Won-suk CHUN,,KOR,UIAA Worldcup - Birmingham 1991
42,Men,Lead,Bernabe FERNANDEZ,,ESP,UIAA Worldcup - Birmingham 1991
42,Men,Lead,Peter GOMERSALL,,GBR,UIAA Worldcup - Birmingham 1991
42,Men,Lead,Tom HERBERT,,USA,UIAA Worldcup - Birmingham 1991
42,Men,Lead,Marc IVORRA,,FRA,UIAA Worldcup - Birmingham 1991
42,Men,Lead,Jan-martin ROELOFS,,NED,UIAA Worldcup - Birmingham 1991
42,Men,Lead,Tomasz SAMITOWSKI,,POL,UIAA Worldcup - Birmingham 1991
42,Men,Lead,Josef SCHWAIGER,,AUT,UIAA Worldcup - Birmingham 1991
42,Men,Lead,Glenn SUTCLIFFE,,GBR,UIAA Worldcup - Birmingham 1991
42,Men,Lead,Ian VICKERS,,GBR,UIAA Worldcup - Birmingham 1991
55,Men,Lead,Brian BERGMAN,,CAN,UIAA Worldcup - Birmingham 1991
55,Men,Lead,Marek HAVLIK,,CZE,UIAA Worldcup - Birmingham 1991
55,Men,Lead,Tomas PILKA,,CZE,UIAA Worldcup - Birmingham 1991
55,Men,Lead,Marcel TOMAN,,CZE,UIAA Worldcup - Birmingham 1991
59,Men,Lead,Vlad BONDARENCO,,RUS,UIAA Worldcup - Birmingham 1991
60,Men,Lead,Reto HARTMANN,,SUI,UIAA Worldcup - Birmingham 1991
61,Men,Lead,Zidan STANKO,,SLO,UIAA Worldcup - Birmingham 1991
61,Men,Lead,Hira VERICK,,AUS,UIAA Worldcup - Birmingham 1991
61,Men,Lead,Jae Kyung YOU,,KOR,UIAA Worldcup - Birmingham 1991
64,Men,Lead,Mike MEIJNHARD,,NED,UIAA Worldcup - Birmingham 1991
1,Women,Lead,Isabelle PATISSIER,,FRA,UIAA Worldcup - Birmingham 1991
2,Women,Lead,Susi GOOD,,SUI,UIAA Worldcup - Birmingham 1991
3,Women,Lead,Robyn ERBESFIELD,,USA,UIAA Worldcup - Birmingham 1991
4,Women,Lead,Nanette RAYBAUD,,FRA,UIAA Worldcup - Birmingham 1991
5,Women,Lead,Anna IBANEZ-TUDORAS,,ESP,UIAA Worldcup - Birmingham 1991
6,Women,Lead,Venera CHERESHNEVA,,RUS,UIAA Worldcup - Birmingham 1991
7,Women,Lead,Luisa IOVANE,,ITA,UIAA Worldcup - Birmingham 1991
7,Women,Lead,Natalie RICHER,,FRA,UIAA Worldcup - Birmingham 1991
9,Women,Lead,Isabelle DORSIMOND,,BEL,UIAA Worldcup - Birmingham 1991
10,Women,Lead,Yulia INOZEMTSEVA,,RUS,UIAA Worldcup - Birmingham 1991
11,Women,Lead,Pascale NOEL,,LUX,UIAA Worldcup - Birmingham 1991
12,Women,Lead,Iwona GRONKIEWICZ-MARCISZ,,POL,UIAA Worldcup - Birmingham 1991
13,Women,Lead,Helen KOLIADA,,RUS,UIAA Worldcup - Birmingham 1991
14,Women,Lead,Andrea EISENHUT,,GER,UIAA Worldcup - Birmingham 1991
14,Women,Lead,Barbara HIRSCHBICHLER,,GER,UIAA Worldcup - Birmingham 1991
16,Women,Lead,Isabelle LAFFONT,,FRA,UIAA Worldcup - Birmingham 1991
17,Women,Lead,Magali BONHOURE,,FRA,UIAA Worldcup - Birmingham 1991
18,Women,Lead,Corinne LABRUNE,,FRA,UIAA Worldcup - Birmingham 1991
19,Women,Lead,Felicity BUTLER,,GBR,UIAA Worldcup - Birmingham 1991
19,Women,Lead,Nancy FEAGIN,,USA,UIAA Worldcup - Birmingham 1991
19,Women,Lead,Glenda HUXTER,,GBR,UIAA Worldcup - Birmingham 1991
19,Women,Lead,Miranda ORTAR,,SLO,UIAA Worldcup - Birmingham 1991
19,Women,Lead,Marie-annick PIAT,,FRA,UIAA Worldcup - Birmingham 1991
19,Women,Lead,Shelly PRESSON,,USA,UIAA Worldcup - Birmingham 1991
19,Women,Lead,Tamara SCHLEMMER,,GER,UIAA Worldcup - Birmingham 1991
26,Women,Lead,Esther BULLIDO-GOMEZ,,ESP,UIAA Worldcup - Birmingham 1991
26,Women,Lead,Catherine GLOESENER,,BEL,UIAA Worldcup - Birmingham 1991
28,Women,Lead,Claudie DUNN,,GBR,UIAA Worldcup - Birmingham 1991
28,Women,Lead,Rachel FARMER,,GBR,UIAA Worldcup - Birmingham 1991
30,Women,Lead,Joung-mi KIM,,KOR,UIAA Worldcup - Birmingham 1991
31,Women,Lead,Airlie ANDERSON,,GBR,UIAA Worldcup - Birmingham 1991
32,Women,Lead,Larisa SPELMAN,,RUS,UIAA Worldcup - Birmingham 1991
33,Women,Lead,Jill GARDINER,,GBR,UIAA Worldcup - Birmingham 1991
33,Women,Lead,Delyth GOODEY,,GBR,UIAA Worldcup - Birmingham 1991
33,Women,Lead,Mirjam VERBEEK,,NED,UIAA Worldcup - Birmingham 1991
36,Women,Lead,Robyn CLELAND,,GBR,UIAA Worldcup - Birmingham 1991
36,Women,Lead,Ruth JENKINS,,GBR,UIAA Worldcup - Birmingham 1991
38,Women,Lead,Anne ARRAN,,GBR,UIAA Worldcup - Birmingham 1991
38,Women,Lead,Svetlana LIKHOVA,,RUS,UIAA Worldcup - Birmingham 1991
40,Women,Lead,Lucy ELLIS,,GBR,UIAA Worldcup - Birmingham 1991
40,Women,Lead,Metka LUKANCIC,,SLO,UIAA Worldcup - Birmingham 1991
42,Women,Lead,Alison COWLEY,,GBR,UIAA Worldcup - Birmingham 1991
43,Women,Lead,Gill LOVICK,,GBR,UIAA Worldcup - Birmingham 1991
44,Women,Lead,Bernadette BRAIDLEY,,GBR,UIAA Worldcup - Birmingham 1991
45,Women,Lead,Geraldine TAYLOR,,GBR,UIAA Worldcup - Birmingham 1991
46,Women,Lead,Tracy HARRISON,,GBR,UIAA Worldcup - Birmingham 1991
47,Women,Lead,Catherine DUFILL,,GBR,UIAA Worldcup - Birmingham 1991
47,Women,Lead,Angela SOPER,,GBR,UIAA Worldcup - Birmingham 1991
49,Women,Lead,Safina MEAH,,GBR,UIAA Worldcup - Birmingham 1991
49,Women,Lead,Dalvinder SODHI,,GBR,UIAA Worldcup - Birmingham 1991
51,Women,Lead,Anne GRAY,,SUI,UIAA Worldcup - Birmingham 1991
51,Women,Lead,Anna GREGORY,,GBR,UIAA Worldcup - Birmingham 1991
1,Men,Lead,Stefan GLOWACZ,,GER,Masters Chambery 1992
2,Men,Lead,Didier RABOUTOU,,FRA,Masters Chambery 1992
3,Men,Lead,Stefan FÜRST,,AUT,Masters Chambery 1992
4,Men,Lead,Yuji HIRAYAMA,,JPN,Masters Chambery 1992
5,Men,Lead,François LEGRAND,,FRA,Masters Chambery 1992
6,Men,Lead,Frédéric NICOLE,,SUI,Masters Chambery 1992
7,Men,Lead,Klaus BÜCHELE,,GER,Masters Chambery 1992
8,Men,Lead,Patxi AROCENA,,ESP,Masters Chambery 1992
8,Men,Lead,Jean Paul FINNE,,BEL,Masters Chambery 1992
8,Men,Lead,Guido KÖSTERMEYER,,GER,Masters Chambery 1992
8,Men,Lead,François PETIT,,FRA,Masters Chambery 1992
12,Men,Lead,Stefano ALIPPI,,ITA,Masters Chambery 1992
13,Men,Lead,François LOMBARD,,FRA,Masters Chambery 1992
14,Men,Lead,Elie CHEVIEUX,,SUI,Masters Chambery 1992
15,Men,Lead,Jean-baptiste TRIBOUT,,FRA,Masters Chambery 1992
16,Men,Lead,Andrzej MARCISZ,,POL,Masters Chambery 1992
17,Men,Lead,Philippe STEULET,,SUI,Masters Chambery 1992
18,Men,Lead,Chris FOSSLI,,NOR,Masters Chambery 1992
19,Men,Lead,Geoff WEIGAND,,AUS,Masters Chambery 1992
20,Men,Lead,Thomas HANSSON,,SWE,Masters Chambery 1992
21,Men,Lead,Boris CUJIC,,CRO,Masters Chambery 1992
21,Men,Lead,Tadej SLABE,,SLO,Masters Chambery 1992
23,Men,Lead,Rae-kyung PARK,,KOR,Masters Chambery 1992
23,Men,Lead,Aron URBANICS,,HUN,Masters Chambery 1992
25,Men,Lead,Jacques LEPESANT,,LUX,Masters Chambery 1992
26,Men,Lead,Jose CARVALHO,,POR,Masters Chambery 1992
27,Men,Lead,Takashi IWAMORI,,JPN,Masters Chambery 1992
1,Women,Lead,Susi GOOD,,SUI,Masters Chambery 1992
2,Women,Lead,Isabelle PATISSIER,,FRA,Masters Chambery 1992
3,Women,Lead,Robyn ERBESFIELD,,USA,Masters Chambery 1992
4,Women,Lead,Nanette RAYBAUD,,FRA,Masters Chambery 1992
5,Women,Lead,Andrea EISENHUT,,GER,Masters Chambery 1992
6,Women,Lead,Luisa IOVANE,,ITA,Masters Chambery 1992
7,Women,Lead,Catherine GLOESENER,,BEL,Masters Chambery 1992
8,Women,Lead,Natalie RICHER,,FRA,Masters Chambery 1992
9,Women,Lead,Agnès BRARD,,FRA,Masters Chambery 1992
10,Women,Lead,Isabelle DORSIMOND,,BEL,Masters Chambery 1992
11,Women,Lead,Iwona GRONKIEWICZ-MARCISZ,,POL,Masters Chambery 1992
12,Women,Lead,Anna IBANEZ-TUDORAS,,ESP,Masters Chambery 1992
13,Women,Lead,Verica EDHOLM,,SWE,Masters Chambery 1992
14,Women,Lead,Pascale NOEL,,LUX,Masters Chambery 1992
15,Women,Lead,Isabelle LAFFONT,,FRA,Masters Chambery 1992
16,Women,Lead,Miranda ORTAR,,SLO,Masters Chambery 1992
17,Women,Lead,Berit SKEJEVLING,,NOR,Masters Chambery 1992
18,Women,Lead,Slavica STOJAKOVIC-POJGORNIK,,CRO,Masters Chambery 1992
1,Juniors Male,Lead,Pavel SAMOILINE,,RUS,UIAA Youth Worldchampionship - Basel 1992
2,Juniors Male,Lead,Faycal NATECH,,FRA,UIAA Youth Worldchampionship - Basel 1992
3,Juniors Male,Lead,Elie CHEVIEUX,,SUI,UIAA Youth Worldchampionship - Basel 1992
3,Juniors Male,Lead,Ian VICKERS,,GBR,UIAA Youth Worldchampionship - Basel 1992
5,Juniors Male,Lead,Yves PHILIPONA,,SUI,UIAA Youth Worldchampionship - Basel 1992
6,Juniors Male,Lead,Samuel BIE,,FRA,UIAA Youth Worldchampionship - Basel 1992
6,Juniors Male,Lead,Florian HAGE,,GER,UIAA Youth Worldchampionship - Basel 1992
8,Juniors Male,Lead,Reto BURGENER,,SUI,UIAA Youth Worldchampionship - Basel 1992
9,Juniors Male,Lead,Clemens LOSKOT,,AUT,UIAA Youth Worldchampionship - Basel 1992
10,Juniors Male,Lead,Radek ULLMANN,,CZE,UIAA Youth Worldchampionship - Basel 1992
11,Juniors Male,Lead,Marek HAVLIK,,CZE,UIAA Youth Worldchampionship - Basel 1992
12,Juniors Male,Lead,Malcolm SMITH,,GBR,UIAA Youth Worldchampionship - Basel 1992
13,Juniors Male,Lead,Damien YOU,,FRA,UIAA Youth Worldchampionship - Basel 1992
14,Juniors Male,Lead,Christian CORE,,ITA,UIAA Youth Worldchampionship - Basel 1992
15,Juniors Male,Lead,Alexandre DEVAUD,,SUI,UIAA Youth Worldchampionship - Basel 1992
16,Juniors Male,Lead,Aljosa GROM,,SLO,UIAA Youth Worldchampionship - Basel 1992
17,Juniors Male,Lead,Stuart A. CAMERON,,GBR,UIAA Youth Worldchampionship - Basel 1992
18,Juniors Male,Lead,Yann ROLLAND,,FRA,UIAA Youth Worldchampionship - Basel 1992
19,Juniors Male,Lead,Stanko ZIDAN,,SLO,UIAA Youth Worldchampionship - Basel 1992
20,Juniors Male,Lead,Luka ZAPLOTNIK,,SLO,UIAA Youth Worldchampionship - Basel 1992
21,Juniors Male,Lead,Matej POHORSKY,,CZE,UIAA Youth Worldchampionship - Basel 1992
22,Juniors Male,Lead,Patrick LANNERS,,BEL,UIAA Youth Worldchampionship - Basel 1992
23,Juniors Male,Lead,Paul GIERES,,LUX,UIAA Youth Worldchampionship - Basel 1992
24,Juniors Male,Lead,Gunnar BEILKE,,GER,UIAA Youth Worldchampionship - Basel 1992
25,Juniors Male,Lead,Jean-françois CLOOTS,,BEL,UIAA Youth Worldchampionship - Basel 1992
26,Juniors Male,Lead,Jean-françois ROBA,,BEL,UIAA Youth Worldchampionship - Basel 1992
27,Juniors Male,Lead,Miroslav STOLICNY,,CZE,UIAA Youth Worldchampionship - Basel 1992
28,Juniors Male,Lead,Mauro CALIBANI,,ITA,UIAA Youth Worldchampionship - Basel 1992
29,Juniors Male,Lead,Ruslan MALAMID,,RUS,UIAA Youth Worldchampionship - Basel 1992
30,Juniors Male,Lead,Thierry BIENFAISANT,,BEL,UIAA Youth Worldchampionship - Basel 1992
31,Juniors Male,Lead,Tae-woo KWAK,,KOR,UIAA Youth Worldchampionship - Basel 1992
32,Juniors Male,Lead,Maurizio RAVIOLO,,ITA,UIAA Youth Worldchampionship - Basel 1992
33,Juniors Male,Lead,Mathieu GUILLET,,FRA,UIAA Youth Worldchampionship - Basel 1992
34,Juniors Male,Lead,Mathew SMITH,,GBR,UIAA Youth Worldchampionship - Basel 1992
34,Juniors Male,Lead,Christian ZWAHLEN,,SUI,UIAA Youth Worldchampionship - Basel 1992
36,Juniors Male,Lead,Sie-bum OH,,KOR,UIAA Youth Worldchampionship - Basel 1992
36,Juniors Male,Lead,Jörg PFLUGMACHER,,GER,UIAA Youth Worldchampionship - Basel 1992
