Local,Date,Href
Pfungstadt (GER),07/03/2020 – 08/03/2020,https://ifsc.results.info/event/1173/
Delft (NED),28/03/2020 – 29/03/2020,https://ifsc.results.info/event/1174/
Ljubljana (SLO),15/05/2020 – 16/05/2020,https://ifsc.results.info/event/1172/
Innsbruck (AUT),23/06/2020 – 25/06/2020,https://ifsc.results.info/event/1175/
Hiroshima (JPN),03/04/2020 – 05/04/2020,https://ifsc.results.info/event/68/
Petzen (AUT),10/07/2020 – 12/07/2020,https://ifsc.results.info/event/1169/
Torino (ITA),02/08/2020,https://ifsc.results.info/event/1183/
Tokyo (JPN),04/08/2020 – 07/08/2020,https://ifsc.results.info/event/1176/
Briançon (FRA),21/08/2020 – 22/08/2020,https://ifsc.results.info/event/85/
Belgrad (KOS),14/08/2020 – 16/08/2020,https://ifsc.results.info/event/65/
Voronezh (RUS),23/08/2020 – 31/08/2020,https://ifsc.results.info/event/1177/
Augsburg (GER),17/09/2020 – 18/09/2020,https://ifsc.results.info/event/1181/
Torino (ITA),17/09/2020 – 20/09/2020,https://ifsc.results.info/event/1178/
Soure (POR),06/11/2020 – 08/11/2020,https://ifsc.results.info/event/87/
Tarnow (POL),14/11/2020,https://ifsc.results.info/event/72/
Perm (RUS),22/10/2020 – 28/10/2020,https://ifsc.results.info/event/1200/
Moscow (RUS),21/11/2020 – 29/11/2020,https://ifsc.results.info/event/1166/
Voronezh (RUS),04/12/2020 – 06/12/2020,https://ifsc.results.info/event/1184/
Cape Town (RSA),17/12/2020 – 20/12/2020,https://ifsc.results.info/event/1168/
Sydney (AUS),19/12/2020 – 20/12/2020,https://ifsc.results.info/event/1167/
Klagenfurt (AUT) – Klagenfurt,10/04/2021 – 11/04/2021,https://ifsc.results.info/event/1205/
Perm (RUS),01/05/2021 – 05/05/2021,https://ifsc.results.info/event/1187/
Meiringen (SUI),16/04/2021 – 17/04/2021,https://ifsc.results.info/event/1221/
Graz (AUT),14/05/2021 – 16/05/2021,https://ifsc.results.info/event/1213/
Salt Lake City (USA),28/05/2021 – 30/05/2021,https://ifsc.results.info/event/1190/
Salt Lake City (USA),21/05/2021 – 22/05/2021,https://ifsc.results.info/event/1192/
Belgrad (SRB),29/05/2021 – 30/05/2021,https://ifsc.results.info/event/1206/
Bochum (GER),04/06/2021,https://ifsc.results.info/event/1214/
Imst (AUT),11/06/2021 – 13/06/2021,https://ifsc.results.info/event/1215/
Ostermundigen (SUI),19/06/2021 – 20/06/2021,https://ifsc.results.info/event/1216/
Innsbruck (AUT) – Innsbruck,22/06/2021 – 24/06/2021,https://ifsc.results.info/event/1222/
Innsbruck (AUT),23/06/2021,https://ifsc.results.info/event/1193/
Gaflenz (AUT),27/06/2021,https://ifsc.results.info/event/1208/
Innsbruck (AUT),23/06/2021 – 26/06/2021,https://ifsc.results.info/event/1209/
Villars (SUI),01/07/2021 – 03/07/2021,https://ifsc.results.info/event/1217/
Gaflenz (AUT),27/06/2021,https://ifsc.results.info/event/1194/
Chamonix (FRA),12/07/2021 – 13/07/2021,https://ifsc.results.info/event/1218/
"Puurs (BEL) – Klimax, Puurs-Sint-Amands, Belgium",02/07/2021 – 04/07/2021,https://ifsc.results.info/event/1195/
Briançon (FRA) – Briançon,15/07/2021,https://ifsc.results.info/event/1223/
Briançon (FRA),17/07/2021 – 18/07/2021,https://ifsc.results.info/event/1196/
Veliko Tarnovo (BUL),24/07/2021 – 25/07/2021,https://ifsc.results.info/event/1219/
Krakow (POL),07/08/2021 – 08/08/2021,https://ifsc.results.info/event/1220/
Zilina (SVK),29/07/2021 – 31/07/2021,https://ifsc.results.info/event/1227/
Tokyo (JPN),03/08/2021 – 06/08/2021,https://ifsc.results.info/event/1207/
Ljubljana (SLO),14/08/2021,https://ifsc.results.info/event/1230/
Voronezh (RUS),21/08/2021 – 31/08/2021,https://ifsc.results.info/event/1186/
Ljubljana (SLO),03/09/2021 – 04/09/2021,https://ifsc.results.info/event/1229/
Seoul (KOR),01/10/2021 – 03/10/2021,https://ifsc.results.info/event/1197/
Moscow (CFR) – Moscow,15/09/2021 – 17/09/2021,https://ifsc.results.info/event/1225/
Arco (ITA),28/08/2021,https://ifsc.results.info/event/1185/
Moscow (CFR),16/09/2021 – 21/09/2021,https://ifsc.results.info/event/1189/
Soure (POR),09/10/2021 – 10/10/2021,https://ifsc.results.info/event/1212/
Tyumen (RUS),05/11/2021 – 07/11/2021,https://ifsc.results.info/event/1224/
United States (USA),09/10/2021 – 10/10/2021,https://ifsc.results.info/event/1210/
Laval (FRA),22/10/2021 – 24/10/2021,https://ifsc.results.info/event/1211/
Shantou (CHN),20/11/2021 – 28/11/2021,https://ifsc.results.info/event/1226/
Johannesburg (RSA),16/12/2021 – 18/12/2021,https://ifsc.results.info/event/1231/
Ibarra (ECU) – Complejo de Escalda de Yacucualle,30/11/2021 – 05/12/2021,https://ifsc.results.info/event/1252/
Barcelona (ESP),04/03/2022 – 05/03/2022,https://ifsc.results.info/event/1282/
Meiringen (SUI) – Meiringen,08/04/2022 – 10/04/2022,https://ifsc.results.info/event/1233/
Chambéry (FRA),09/04/2022 – 10/04/2022,https://ifsc.results.info/event/1258/
Prague (CZE),29/04/2022 – 01/05/2022,https://ifsc.results.info/event/1259/
Soure (POR),23/04/2022 – 24/04/2022,https://ifsc.results.info/event/1260/
Brixen (ITA),07/05/2022 – 08/05/2022,https://ifsc.results.info/event/1235/
Seoul (KOR) – Seoul,06/05/2022 – 08/05/2022,https://ifsc.results.info/event/1261/
Klagenfurt (AUT),20/05/2022 – 21/05/2022,https://ifsc.results.info/event/1263/
Salt Lake City (USA) – Salt Lake City,20/05/2022 – 22/05/2022,https://ifsc.results.info/event/1236/
Salt Lake City (USA) – Salt Lake City,27/05/2022 – 29/05/2022,https://ifsc.results.info/event/1278/
Salt Lake City (USA),24/05/2022 – 25/05/2022,https://ifsc.results.info/event/1262/
Imst (AUT),27/05/2022 – 29/05/2022,https://ifsc.results.info/event/1237/
Tyumen (RUS),04/06/2022 – 05/06/2022,https://ifsc.results.info/event/1264/
Brixen (ITA),10/06/2022 – 12/06/2022,https://ifsc.results.info/event/1283/
Arco (ITA),04/06/2022 – 05/06/2022,https://ifsc.results.info/event/1284/
Innsbruck (AUT),13/06/2022 – 17/06/2022,https://ifsc.results.info/event/1249/
Innsbruck (AUT),21/06/2022 – 22/06/2022,https://ifsc.results.info/event/1277/
Innsbruck (AUT),21/06/2022,https://ifsc.results.info/event/1265/
Ostermundigen (SUI),25/06/2022 – 26/06/2022,https://ifsc.results.info/event/1238/
Innsbruck (AUT) – Innsbruck,22/06/2022 – 26/06/2022,https://ifsc.results.info/event/1266/
Villars-sur-Ollon (SUI) – Villars,30/06/2022 – 02/07/2022,https://ifsc.results.info/event/1239/
Imst (AUT),02/07/2022 – 03/07/2022,https://ifsc.results.info/event/1281/
Dornbirn (AUT),02/07/2022 – 03/07/2022,https://ifsc.results.info/event/1267/
Augsburg (GER),08/07/2022 – 10/07/2022,https://ifsc.results.info/event/1268/
Chamonix (FRA) – Chamonix,08/07/2022 – 10/07/2022,https://ifsc.results.info/event/1240/
Birmingham (USA),14/07/2022 – 16/07/2022,https://ifsc.results.info/event/1280/
Villars (SUI),08/07/2022 – 09/07/2022,https://ifsc.results.info/event/1245/
Žilina (SVK),16/07/2022 – 17/07/2022,https://ifsc.results.info/event/1269/
Briançon (FRA) – Briançon,22/07/2022 – 23/07/2022,https://ifsc.results.info/event/1241/
Mezzolombardo (ITA),29/07/2022,https://ifsc.results.info/event/1270/
Arco (ITA),29/07/2022,https://ifsc.results.info/event/1285/
Mezzolombardo (ITA),30/07/2022,https://ifsc.results.info/event/1271/
Munich (GER) – Munich,11/08/2022 – 18/08/2022,https://ifsc.results.info/event/1272/
Graz (AUT),03/08/2022 – 06/08/2022,https://ifsc.results.info/event/1247/
United States (USA),22/08/2022 – 31/08/2022,https://ifsc.results.info/event/1246/
Koper (SLO),02/09/2022 – 03/09/2022,https://ifsc.results.info/event/1242/
Edinburgh (GBR),09/09/2022 – 11/09/2022,https://ifsc.results.info/event/1288/
Hangzhou (CHN),15/09/2022 – 19/09/2022,https://ifsc.results.info/event/1248/
Jakarta (INA) – Jakarta,24/09/2022 – 26/09/2022,https://ifsc.results.info/event/1243/
Delft (NED),24/09/2022 – 25/09/2022,https://ifsc.results.info/event/1289/
Hamburg (GER),25/09/2022,https://ifsc.results.info/event/1273/
Seoul (KOR) – Jamwon Hangang-revier Park,10/10/2022 – 16/10/2022,https://ifsc.results.info/event/1287/
Laval (FRA),21/10/2022 – 22/10/2022,https://ifsc.results.info/event/1274/
Japan (JPN),20/10/2022 – 22/10/2022,https://ifsc.results.info/event/1234/
Kaliningrad (RUS),12/10/2022 – 16/10/2022,https://ifsc.results.info/event/1275/
Laval (FRA),21/10/2022 – 23/10/2022,https://ifsc.results.info/event/1290/
Manila (PHI),05/11/2022 – 06/11/2022,https://ifsc.results.info/event/1315/
Delft (NED),25/03/2023 – 26/03/2023,https://ifsc.results.info/event/1316/
Jamshedpur (IND),09/12/2022 – 11/12/2022,https://ifsc.results.info/event/1314/
Pfungstadt (GER),11/03/2023 – 12/03/2023,https://ifsc.results.info/event/1340/
Tarnów (POL),01/04/2023 – 02/04/2023,https://ifsc.results.info/event/1332/
Tarnów (POL),01/04/2023 – 02/04/2023,https://ifsc.results.info/event/1331/
Hachioji (JPN),21/04/2023 – 23/04/2023,https://ifsc.results.info/event/1317/
Chambéry (FRA),07/04/2023 – 08/04/2023,https://ifsc.results.info/event/1291/
Soure (POR),22/04/2023 – 23/04/2023,https://ifsc.results.info/event/1321/
Seoul (KOR) – Seoul,28/04/2023 – 30/04/2023,https://ifsc.results.info/event/1292/
Kaunas (LTU),28/04/2023 – 30/04/2023,https://ifsc.results.info/event/1322/
Indonesia (INA),06/05/2023 – 07/05/2023,https://ifsc.results.info/event/1323/
Graz (AUT),05/05/2023 – 07/05/2023,https://ifsc.results.info/event/1293/
Salt Lake City (USA) – Salt Lake City,19/05/2023 – 21/05/2023,https://ifsc.results.info/event/1320/
Loverval (BEL),27/05/2023 – 28/05/2023,https://ifsc.results.info/event/1335/
Liébana (ESP),12/05/2023 – 14/05/2023,https://ifsc.results.info/event/1294/
Salt Lake City (USA),16/05/2023 – 17/05/2023,https://ifsc.results.info/event/1318/
Brixen (ITA),09/06/2023 – 11/06/2023,https://ifsc.results.info/event/1295/
Prague (CZE),02/06/2023 – 04/06/2023,https://ifsc.results.info/event/1329/
Innsbruck (AUT),12/06/2023,https://ifsc.results.info/event/1296/
Innsbruck (AUT),12/06/2023 – 13/06/2023,https://ifsc.results.info/event/1337/
Duisburg (GER),08/06/2023 – 11/06/2023,https://ifsc.results.info/event/1325/
Niederwangen (SUI),17/06/2023 – 18/06/2023,https://ifsc.results.info/event/1297/
Tarnow (POL),21/06/2023 – 02/07/2023,https://ifsc.results.info/event/1326/
Innsbruck (AUT),14/06/2023 – 18/06/2023,https://ifsc.results.info/event/1305/
St. Pierre en Faucigny (FRA),24/06/2023 – 25/06/2023,https://ifsc.results.info/event/1341/
Villars-sur-Ollon (SUI),23/06/2023 – 24/06/2023,https://ifsc.results.info/event/1327/
Villars-sur-Ollon (SUI),30/06/2023 – 02/07/2023,https://ifsc.results.info/event/1298/
Imst (AUT) – Kletterzentrum Imst,30/06/2023 – 02/07/2023,https://ifsc.results.info/event/1328/
Chamonix (FRA),07/07/2023 – 09/07/2023,https://ifsc.results.info/event/1299/
Singapore (SGP),08/07/2023,https://ifsc.results.info/event/1342/
Briançon (FRA),14/07/2023 – 15/07/2023,https://ifsc.results.info/event/1300/
Žilina (SVK),21/07/2023 – 22/07/2023,https://ifsc.results.info/event/1324/
Bern (SUI),08/08/2023 – 10/08/2023,https://ifsc.results.info/event/1301/
Bern (SUI),01/08/2023 – 12/08/2023,https://ifsc.results.info/event/1338/
Arco (ITA),01/09/2023,https://ifsc.results.info/event/1304/
South Korea (KOR),18/08/2023 – 27/08/2023,https://ifsc.results.info/event/1348/
Bologna (ITA),02/09/2023 – 03/09/2023,https://ifsc.results.info/event/1336/
Hong Kong (HKG),09/09/2023 – 10/09/2023,https://ifsc.results.info/event/1345/
Ljubljana (SLO),02/09/2023,https://ifsc.results.info/event/1302/
Koper (SLO),08/09/2023 – 09/09/2023,https://ifsc.results.info/event/1343/
Helsinki (FIN),15/09/2023 – 16/09/2023,https://ifsc.results.info/event/1330/
Rome (ITA),15/09/2023,https://ifsc.results.info/event/1309/
Wujiang (CHN) – Wujiang,22/09/2023 – 24/09/2023,https://ifsc.results.info/event/1303/
Hangzhou (CHN),23/09/2023 – 08/10/2023,https://ifsc.results.info/event/1306/
Hamburg (GER),24/09/2023,https://ifsc.results.info/event/1334/
La Rochelle (FRA),29/09/2023 – 30/09/2023,https://ifsc.results.info/event/1350/
Santiago (CHI),20/10/2023 – 25/10/2023,https://ifsc.results.info/event/1349/
Laval (FRA),26/10/2023 – 29/10/2023,https://ifsc.results.info/event/1307/
Chongqing (CHN),18/10/2023 – 22/10/2023,https://ifsc.results.info/event/1308/
Jakarta (INA),09/11/2023 – 12/11/2023,https://ifsc.results.info/event/1310/
Ningbo (CHN),16/11/2023,https://ifsc.results.info/event/1380/
Neom Beach Games Mountain Village (KSA),22/11/2023 – 24/11/2023,https://ifsc.results.info/event/1351/
Curitiba (BRA) – Centro de Treinamiento ABEE - Parque Olímpico do Cajuru,01/12/2023 – 03/12/2023,https://ifsc.results.info/event/1311/
Melbourne (AUS) – Melbourne,24/11/2023 – 26/11/2023,https://ifsc.results.info/event/1346/
Jamshedpur (IND),08/12/2023 – 10/12/2023,https://ifsc.results.info/event/1312/
Pretoria (RSA),07/12/2023 – 09/12/2023,https://ifsc.results.info/event/1382/
Lublin (POL),16/03/2024,https://ifsc.results.info/event/1344/
Mar del Plata (ARG),15/12/2023 – 17/12/2023,https://ifsc.results.info/event/1347/
Pfungstadt (GER),09/03/2024 – 10/03/2024,https://ifsc.results.info/event/1389/
Riyadh (KSA),12/12/2023 – 16/12/2023,https://ifsc.results.info/event/1376/
Lublin (POL),17/03/2024,https://ifsc.results.info/event/1363/
Delft (NED),23/03/2024 – 24/03/2024,https://ifsc.results.info/event/1352/
Curno (ITA),05/04/2024 – 07/04/2024,https://ifsc.results.info/event/1377/
Keqiao (CHN),08/04/2024 – 10/04/2024,https://ifsc.results.info/event/1353/
Wujiang (CHN),12/04/2024 – 14/04/2024,https://ifsc.results.info/event/1354/
Soure (POR),20/04/2024 – 21/04/2024,https://ifsc.results.info/event/1365/
Graz (AUT),03/05/2024 – 05/05/2024,https://ifsc.results.info/event/1366/
Klagenfurt (AUT),26/04/2024 – 27/04/2024,https://ifsc.results.info/event/1367/
Salt Lake CIty (USA),03/05/2024 – 05/05/2024,https://ifsc.results.info/event/1355/
Salt Lake City (USA),07/05/2024 – 08/05/2024,https://ifsc.results.info/event/1388/
Shanghai (CHN),16/05/2024 – 19/05/2024,https://ifsc.results.info/event/1384/
Mezzolombardo (ITA),25/05/2024,https://ifsc.results.info/event/1368/
Mezzolombardo (ITA),24/05/2024 – 25/05/2024,https://ifsc.results.info/event/1369/
Budapest (HUN),20/06/2024 – 23/06/2024,https://ifsc.results.info/event/1385/
Augsburg (GER),21/06/2024 – 22/06/2024,https://ifsc.results.info/event/1378/
Innsbruck (AUT),26/06/2024 – 30/06/2024,https://ifsc.results.info/event/1387/
Innsbruck (AUT),24/06/2024,https://ifsc.results.info/event/1383/
Innsbruck (AUT),24/06/2024 – 25/06/2024,https://ifsc.results.info/event/1356/
Chamonix (FRA),12/07/2024 – 14/07/2024,https://ifsc.results.info/event/1357/
Dornbirn (AUT),13/07/2024 – 14/07/2024,https://ifsc.results.info/event/1371/
Paris (FRA),26/07/2024 – 11/08/2024,https://ifsc.results.info/event/1358/
Žilina (SVK),19/07/2024 – 21/07/2024,https://ifsc.results.info/event/1372/
Briancon (FRA),17/07/2024 – 19/07/2024,https://ifsc.results.info/event/1386/
Guiyang (CHN),22/08/2024 – 31/08/2024,https://ifsc.results.info/event/1396/
Villars (SUI),24/08/2024 – 25/08/2024,https://ifsc.results.info/event/1395/
Koper (SLO),06/09/2024 – 07/09/2024,https://ifsc.results.info/event/1381/
Villars (SUI),27/08/2024 – 01/09/2024,https://ifsc.results.info/event/1359/
Bologna (ITA),14/09/2024 – 15/09/2024,https://ifsc.results.info/event/1392/
Koper (SLO),09/09/2024 – 12/09/2024,https://ifsc.results.info/event/1373/
Troyes (FRA),25/09/2024 – 29/09/2024,https://ifsc.results.info/event/1360/
Ostermundigen (SUI),21/09/2024 – 22/09/2024,https://ifsc.results.info/event/1379/
Prague (CZE),20/09/2024 – 22/09/2024,https://ifsc.results.info/event/1375/
Arco (TN) (ITA),27/09/2024 – 28/09/2024,https://ifsc.results.info/event/1391/
Seoul (KOR),02/10/2024 – 06/10/2024,https://ifsc.results.info/event/1361/
Genova (ITA),05/10/2024 – 06/10/2024,https://ifsc.results.info/event/1390/
Madrid (ESP),18/10/2024 – 20/10/2024,https://ifsc.results.info/event/1397/
Madrid (ESP),20/10/2024,https://ifsc.results.info/event/1400/
Neom (KSA),11/11/2024 – 13/11/2024,https://ifsc.results.info/event/1402/
Tai'an (CHN),10/10/2024 – 14/10/2024,https://ifsc.results.info/event/1422/
Ibarra (ECU),15/10/2024 – 20/10/2024,https://ifsc.results.info/event/1404/
Jamshedpur (IND),14/11/2024 – 17/11/2024,https://ifsc.results.info/event/1398/
Perth (AUS),16/11/2024 – 17/11/2024,https://ifsc.results.info/event/1423/
Santiago (CHI),20/11/2024 – 24/11/2024,https://ifsc.results.info/event/1401/
Mar del Plata (ARG),29/11/2024 – 01/12/2024,https://ifsc.results.info/event/1394/
Sydney (AUS),07/12/2024 – 08/12/2024,https://ifsc.results.info/event/1443/
"Curitiba, BRA (BRA)",14/12/2024 – 20/12/2024,https://ifsc.results.info/event/1393/
