Year,Event Title,Href,Location,Date
2012,European Youth Cup (B) - Grindelwald (SUI) 2012,https://ifsc.results.info/event/755/,Grindelwald,02/06/2012 – 03/06/2012
2012,European Youth Cup (L) - Voiron (FRA) 2012,https://ifsc.results.info/event/756/,Voiron,09/06/2012
2012,European Youth Cup (L) - Linz (AUT) 2012,https://ifsc.results.info/event/757/,Linz,30/06/2012 – 01/07/2012
2012,European Youth Cup (S) - Chamonix (FRA) 2012,https://ifsc.results.info/event/758/,Chamonix,08/07/2012
2012,European Youth Cup (B) - L'Argentière (FRA) 2012,https://ifsc.results.info/event/759/,Promo_Friedrichshafe,14/07/2012
2012,European Youth Cup (L) - Imst (AUT) 2012,https://ifsc.results.info/event/760/,Imst,04/08/2012 – 05/08/2012
2012,European Youth Cup (S) - Pieve (ITA) 2012,https://ifsc.results.info/event/761/,Arco_RJ_2012,25/08/2012 – 26/08/2012
2012,"European Youth Championship (L,S) - Gémozac (FRA) 2012",https://ifsc.results.info/event/762/,Asian_cup_12,03/11/2012 – 04/11/2012
2012,European Youth Cup (L) - Kranj (SLO) 2012,https://ifsc.results.info/event/763/,RC Dornbirn,08/12/2012
2012,"IFSC Panamerican Championship (L, S, B) - San Juan de los Morros (VEN) 2012",https://ifsc.results.info/event/764/,Gemozac,02/11/2012 – 04/11/2012
2012,"PanAmerican Youth Championship (L,S, B) - Santiago (CHI) 2012",https://ifsc.results.info/event/765/,Kranj,24/11/2012 – 25/11/2012
2012,Intl. Event - Fajr Master - Zanjan (IRI) 2012,https://ifsc.results.info/event/766/,Master Chile,16/03/2012 – 17/03/2012
2012,European Promo Event (B) - Sheffield (GBR) 2012,https://ifsc.results.info/event/767/,Master Iran,01/02/2012 – 05/02/2012
2012,Intl. Event - Master de Bouldering The North Face (CHI) 2012,https://ifsc.results.info/event/768/,Promo_Sheffield_12,10/03/2012 – 11/03/2012
2012,Rheintal Cup - Junior Cup Dornbirn (L) 2012,https://ifsc.results.info/event/769/,RC Dornbirn Junior,24/03/2012
2012,Rheintal Cup - Bouldertag Küblis (B) 2012,https://ifsc.results.info/event/770/,Chongqing,13/04/2012 – 14/04/2012
2012,Promotional Event - Melloblocco (ITA) 2012,https://ifsc.results.info/event/771/,RC Chur,12/05/2012
2012,Rheintal Cup - Eidechsli Chur (L) 2012,https://ifsc.results.info/event/772/,melloblocco_12,05/05/2012 – 06/05/2012
2012,Promotional Event - namBa HIPS CUP (L) (JPN) 2012,https://ifsc.results.info/event/773/,JPN_Promo,13/05/2012
2012,Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2012,https://ifsc.results.info/event/774/,Moscow,25/05/2012 – 27/05/2012
2012,Promotional Event - Copa Aldea (L) Lunahuana (PER) 2012,https://ifsc.results.info/event/775/,YCCF_12,26/05/2012 – 27/05/2012
2012,Promotional Event - Festival del Andinismo 2012 (L - S) Huaraz (PER) 2012,https://ifsc.results.info/event/776/,promo_Peru_LS,25/06/2012 – 01/07/2012
2012,European Promo Event (S) - Munich (GER) 2012,https://ifsc.results.info/event/777/,Munich_Promo_12,01/07/2012
2012,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2012",https://ifsc.results.info/event/778/,Petzen_12,06/07/2012 – 08/07/2012
2012,Promotional Event - European OutDoor Speedcup (S) - Friedrichshafen (GER) 2012,https://ifsc.results.info/event/779/,Daone,28/07/2012 – 29/07/2012
2012,Promotional Event - Adidas Rockstars (B) - Stuttgart (GER) 2012,https://ifsc.results.info/event/780/,Adidas_Promo_12,10/08/2012 – 11/08/2012
2012,Intl. Event - Rock Junior - Arco (ITA) 2012,https://ifsc.results.info/event/781/,Pieve,11/08/2012
2012,"Intl. Event Open for Rockmaster (L, B) - Arco (ITA) 2012",https://ifsc.results.info/event/782/,Arco_Paraclimbing_12,27/08/2012 – 28/08/2012
2012,"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2012",https://ifsc.results.info/event/783/,Arco_Open,30/08/2012 – 31/08/2012
2012,Rheintal Cup - Megusta Cup Chur 2012,https://ifsc.results.info/event/784/,RC Megusta Chur,22/09/2012
2012,Rheintal Cup - Megusta Cup Chur (S) 2012,https://ifsc.results.info/event/785/,Promo_Oloront_12,06/10/2012 – 07/10/2012
2012,Promotional Event - Les 24 heures du Mur (L) - Oloront Sainte Marie (FRA) 2012,https://ifsc.results.info/event/786/,RC Megusta Speed,22/09/2012
2012,Wujiang Rock Master - Wujiang (CHN) 2012,https://ifsc.results.info/event/787/,Wujiang_12,16/10/2012 – 17/10/2012
2012,Rheintal Cup - Nikoloklettern Dornbirn (L) 2012,https://ifsc.results.info/event/788/,PAC YCH Santiago,21/11/2012 – 25/11/2012
2013,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",https://ifsc.results.info/event/789/,Chongqing,22/03/2013 – 23/03/2013
2013,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,https://ifsc.results.info/event/790/,Millau,05/04/2013 – 06/04/2013
2013,IFSC Climbing Worldcup (B) - Kitzbühel (AUT) 2013,https://ifsc.results.info/event/791/,Melloblocco,26/04/2013 – 05/05/2013
2013,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,https://ifsc.results.info/event/792/,Log-Dragomer,11/05/2013 – 12/05/2013
2013,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,https://ifsc.results.info/event/793/,Innsbruck,17/05/2013 – 18/05/2013
2013,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,https://ifsc.results.info/event/794/,Toronto,01/06/2013 – 02/06/2013
2013,IFSC Climbing Worldcup (B) - Vail (USA) 2013,https://ifsc.results.info/event/795/,Vail,07/06/2013 – 08/06/2013
2013,IFSC Climbing Worldcup (S) - Baku (AZE) 2013,https://ifsc.results.info/event/796/,Baku,22/06/2013 – 23/06/2013
2013,IFSC Climbing Worldcup (L) - Briançon (FRA) 2013,https://ifsc.results.info/event/797/,Briançon,19/07/2013 – 20/07/2013
2013,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,https://ifsc.results.info/event/798/,Imst,09/08/2013 – 10/08/2013
2013,IFSC Climbing Worldcup (B) - Munich (GER) 2013,https://ifsc.results.info/event/799/,WYCH Saanich,15/08/2013 – 19/08/2013
2013,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,https://ifsc.results.info/event/800/,Arco Rockmaster,07/09/2013
2013,IFSC Climbing Worldcup (L) - Puurs (BEL) 2013,https://ifsc.results.info/event/801/,Lond_Paraclimbing_13,21/09/2013 – 22/09/2013
2013,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",https://ifsc.results.info/event/802/,Puurs,20/09/2013 – 21/09/2013
2013,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",https://ifsc.results.info/event/803/,Mokpo,11/10/2013 – 12/10/2013
2013,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,https://ifsc.results.info/event/804/,Wujiang,19/10/2013 – 20/10/2013
2013,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",https://ifsc.results.info/event/805/,MoscowPromo,06/12/2013 – 09/12/2013
2013,IFSC Climbing Worldcup (L) - Valence (FRA) 2013,https://ifsc.results.info/event/806/,Valence,01/11/2013 – 02/11/2013
2013,IFSC Climbing Worldcup (L) - Kranj (SLO) 2013,https://ifsc.results.info/event/807/,Kranj,16/11/2013 – 17/11/2013
2013,IFSC World Youth Championship - Central Saanich (CAN) - 2013,https://ifsc.results.info/event/808/,Munich,24/08/2013 – 25/08/2013
2013,European Paraclimbing Lead Championship - Chamonix (FRA) 2013,https://ifsc.results.info/event/809/,Cham_Paraclimbing_13,10/07/2013 – 13/07/2013
2013,Paraclimbing Cup Arco 2013 - Arco (ITA) 2013,https://ifsc.results.info/event/810/,Stavanger,07/09/2013 – 08/09/2013
2013,Paraclimbing Cup London (Lead) 2013 - London (GBR) 2013,https://ifsc.results.info/event/811/,Perm,27/09/2013 – 29/09/2013
2013,Paraclimbing Cup Laval (Boulder) 2013 - Laval (FRA) 2013,https://ifsc.results.info/event/812/,Valence,01/11/2013 – 02/11/2013
2013,"Asian Continental Championship - Tehran, (IRN) 2013",https://ifsc.results.info/event/813/,Asian Champ.,22/05/2013 – 24/05/2013
2013,Asian Youth Championship - Surabaya (INA) 2013,https://ifsc.results.info/event/814/,Asian_Youth_Chp_13,11/12/2013 – 14/12/2013
2013,"European Cup (L, S) - Ekaterinburg (RUS) 2013",https://ifsc.results.info/event/815/,JPN_Promo,12/05/2013
2013,"European Championship (L,S) - Chamonix (FRA) 2013",https://ifsc.results.info/event/816/,LSEuro Chamonix,10/07/2013 – 13/07/2013
2013,European Championship (B) - Eindhoven (NED) 2013,https://ifsc.results.info/event/817/,Arco_Open,05/09/2013 – 06/09/2013
2013,European Youth Championship (B) - Grindelwald (SUI) 2013,https://ifsc.results.info/event/818/,BEuro Grindelwald,25/05/2013 – 26/05/2013
2013,"European Youth Cup (L, S) - Edinburgh (GBR) 2013",https://ifsc.results.info/event/819/,Kia Extreme Games,09/06/2013 – 10/06/2013
2013,European Youth Cup (B) - Sofia (BUL) 2013,https://ifsc.results.info/event/820/,Imst,29/06/2013
2013,European Youth Cup (S) - Imst (AUT) 2013,https://ifsc.results.info/event/821/,Sofia,28/06/2013 – 30/06/2013
2013,European Youth Cup (S) - Chamonix (FRA) 2013,https://ifsc.results.info/event/822/,Chamonix,09/07/2013 – 11/07/2013
2013,European Youth Cup (B) - L'Argentière (FRA) 2013,https://ifsc.results.info/event/823/,Argentiere,22/07/2013 – 23/07/2013
2013,"European Youth Championship (L,S) - Imst (AUT) 2013",https://ifsc.results.info/event/824/,LSEuro Imst,25/07/2013 – 28/07/2013
2013,European Youth Cup (L) - Stavanger (NOR) 2013,https://ifsc.results.info/event/825/,Arco,07/09/2013
2013,European Youth Cup (B) - Laval (FRA) 2013,https://ifsc.results.info/event/826/,Lava_Paraclimbing_13,12/10/2013 – 13/10/2013
2013,Oceania Continental Championship - Nouméa (New Caledonia) 2013,https://ifsc.results.info/event/827/,Adidas Kor,25/05/2013 – 26/05/2013
2013,"2nd CISM World Winter Games ""Annecy-Chamonix 2013""",https://ifsc.results.info/event/828/,CISM,25/03/2013 – 29/03/2013
2013,The World Games 2013 - Cali (COL) 2013,https://ifsc.results.info/event/829/,WG_2013,03/08/2013 – 04/08/2013
2013,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2013,https://ifsc.results.info/event/830/,Promo Sheffield,02/03/2013 – 03/03/2013
2013,Promotional Event - Melloblocco 10th anniversary (ITA) 2013,https://ifsc.results.info/event/831/,Kitzbühel,26/04/2013 – 27/04/2013
2013,Promotional Event - namBa HIPS CUP (L) - Osaka (JPN) 2013,https://ifsc.results.info/event/832/,EC Ekaterinburg,16/05/2013 – 19/05/2013
2013,Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2013,https://ifsc.results.info/event/833/,YCCF_13,18/05/2013 – 19/05/2013
2013,Promotional Event - Adidas Rockstars Korea (B) - Seoul (KOR) 2013,https://ifsc.results.info/event/834/,Oceania Championship,25/05/2013 – 26/05/2013
2013,Kia World Extreme Games - Shanghai (CHN) 2013,https://ifsc.results.info/event/835/,Edinburgh,08/06/2013 – 09/06/2013
2013,"Promotional Event - Adidas Rockstars China (B) - Shanghai, Century Plaza (CHN) 2013",https://ifsc.results.info/event/836/,Adidas Chn,15/06/2013 – 16/06/2013
2013,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2013",https://ifsc.results.info/event/837/,Petzen,05/07/2013 – 07/07/2013
2013,European Promo Event (S) - Munich (GER) 2013,https://ifsc.results.info/event/838/,Munich Promo,07/07/2013
2013,International Event (S) - Val Daone (ITA) 2013,https://ifsc.results.info/event/839/,Val Daone,20/07/2013 – 21/07/2013
2013,Promotional Event - Tout à Bloc (B) - L'Argentière la Bessée (FRA) 2013,https://ifsc.results.info/event/840/,TAB 2013,26/07/2013 – 27/07/2013
2013,Intl. Event - Rock Junior - Arco (ITA) 2013,https://ifsc.results.info/event/841/,Arco_RJ_2013,31/08/2013 – 01/09/2013
2013,"Intl. Event Open for Rockmaster (L, B) - Arco (ITA) 2013",https://ifsc.results.info/event/842/,Eindhoven,31/08/2013 – 01/09/2013
2013,"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2013",https://ifsc.results.info/event/843/,Arco_Paraclimbing_13,06/09/2013
2013,Promotional Event - Adidas Rockstars (B) - Stuttgart (GER) 2013,https://ifsc.results.info/event/844/,Adidas Rockstars 13,13/09/2013 – 14/09/2013
2013,International under 14 Event - Atomska Mravka - Skopje (MKD) 2013,https://ifsc.results.info/event/845/,Skopje_Under14,14/09/2013 – 15/09/2013
2013,Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2013,https://ifsc.results.info/event/846/,Oloron 2013,05/10/2013 – 06/10/2013
2013,Promotional Event - (L) - Haiyang (CHN) 2013,https://ifsc.results.info/event/847/,Kranj,16/11/2013 – 17/11/2013
2013,"Promotional Event - (B,L) - Moscow (RUS) 2013",https://ifsc.results.info/event/848/,MoscowPromo,06/12/2013 – 09/12/2013
2014,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014",https://ifsc.results.info/event/849/,Chongqing,26/04/2014 – 27/04/2014
2020,"IFSC Europe - Continental Cup (L,S) - Belgrad (SRB) 2020 - CANCELLED",https://ifsc.results.info/event/85/,Briançon (FRA),21/08/2020 – 22/08/2020
2014,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",https://ifsc.results.info/event/850/,Baku,03/05/2014 – 04/05/2014
2014,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,https://ifsc.results.info/event/851/,Innsbruck,16/05/2014 – 17/05/2014
2014,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2014,https://ifsc.results.info/event/852/,Grindelwald,10/05/2014 – 11/05/2014
2014,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014,https://ifsc.results.info/event/853/,Toronto,31/05/2014 – 01/06/2014
2014,IFSC Climbing Worldcup (B) - Vail (USA) 2014,https://ifsc.results.info/event/854/,YCCF_14,07/06/2014 – 08/06/2014
2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",https://ifsc.results.info/event/855/,Haiyang,20/06/2014 – 22/06/2014
2014,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,https://ifsc.results.info/event/856/,AUCC14,01/07/2014 – 07/07/2014
2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",https://ifsc.results.info/event/857/,Briançon,19/07/2014 – 20/07/2014
2014,IFSC Climbing Worldcup (L) - Briançon (FRA) 2014,https://ifsc.results.info/event/858/,ChamEYC14,09/07/2014
2014,IFSC Climbing Worldcup (L) - Imst (AUT) 2014,https://ifsc.results.info/event/859/,Imst,01/08/2014 – 02/08/2014
2014,IFSC Climbing World Championship (B) - Munich (GER) 2014,https://ifsc.results.info/event/860/,Arco_Open,28/08/2014 – 29/08/2014
2014,IFSC Climbing Worldcup (S) - Arco (ITA) 2014,https://ifsc.results.info/event/861/,Arco,30/08/2014 – 31/08/2014
2014,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",https://ifsc.results.info/event/862/,Gijon,08/09/2014 – 14/09/2014
2014,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014",https://ifsc.results.info/event/863/,ACH Lombok,01/10/2014 – 03/10/2014
2014,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2014",https://ifsc.results.info/event/864/,Oceania Master,17/10/2014 – 19/10/2014
2014,IFSC Climbing Worldcup (L) - Inzai (JPN) 2014,https://ifsc.results.info/event/865/,Inzai,25/10/2014 – 26/10/2014
2014,IFSC Climbing Worldcup (L) - Kranj (SLO) 2014,https://ifsc.results.info/event/866/,Gravical 2015,08/01/2015 – 11/01/2015
2014,"IFSC World Youth Championship - Noumea, New Caledonia (FRA) - 2014",https://ifsc.results.info/event/867/,Gijon,11/09/2014 – 14/09/2014
2014,Paraclimbing Cup Laval (Boulder) 2014 - Laval (FRA) 2014,https://ifsc.results.info/event/868/,Lava_Paraclimbing_14,26/06/2014 – 27/06/2014
2014,Paraclimbing Cup Imst (Lead) 2014 - Imst (AUT) 2014,https://ifsc.results.info/event/869/,Petzen,04/07/2014 – 06/07/2014
2020,"IFSC Europe - Continental Youth Championships (B,L,S) - Perm (RUS) 2020 - POSTPONED",https://ifsc.results.info/event/87/,Soure (POR),06/11/2020 – 08/11/2020
2014,Paraclimbing Cup Arco 2014 - Arco (ITA) 2014,https://ifsc.results.info/event/870/,Arco_Paraclimbing_14,29/08/2014
2014,IFSC Paraclimbing World Masters - Gijon (ESP) 2014,https://ifsc.results.info/event/871/,Adidas Rockstars 14,19/09/2014 – 20/09/2014
2014,IFSC Paraclimbing World Championship - Gijon (ESP) 2014,https://ifsc.results.info/event/872/,Gijon,11/09/2014 – 14/09/2014
2014,Paraclimbing Cup Sheffield (Lead) 2014 - Sheffield (GBR) 2014,https://ifsc.results.info/event/873/,She_Paraclimbing_14,04/10/2014 – 05/10/2014
2014,22th Asian Continental Championship - Lombok (INA) 2014,https://ifsc.results.info/event/874/,Wujiang,18/10/2014 – 19/10/2014
2014,European Youth Cup (L) - Imst (AUT) 2014,https://ifsc.results.info/event/875/,ImstEYC,31/05/2014 – 01/06/2014
2014,"European Youth Championship (L,S) - Edinburgh 2014",https://ifsc.results.info/event/876/,LSEuro Edin,14/06/2014 – 15/06/2014
2014,European Youth Cup (S) - Imst (AUT) 2014,https://ifsc.results.info/event/877/,ImstEYC,05/07/2014
2014,European Youth Cup (S) - Chamonix (FRA) 2014,https://ifsc.results.info/event/878/,ArgentiereEYC14,22/07/2014 – 23/07/2014
2014,European Youth Cup (B) - L'Argentière (FRA) 2014,https://ifsc.results.info/event/879/,Chamonix,10/07/2014 – 12/07/2014
1990,"Weltcup, Wien 1990",https://ifsc.results.info/event/88/,W-Wi,27/04/1990 – 28/04/1990
2014,European Youth Cup (B) - Laengenfeld/Oetzal (AUT) 2014,https://ifsc.results.info/event/880/,Nanjing,16/08/2014 – 17/08/2014
2014,European Youth Championship (B) - Arco (ITA) 2014,https://ifsc.results.info/event/881/,BEuro Arco,06/09/2014 – 07/09/2014
2014,"PanAmerican Youth Championship (L,S, B) - Mexico City (MEX) 2014",https://ifsc.results.info/event/882/,Kranj,15/11/2014 – 16/11/2014
2014,Oceania International Open - Katoomba (AUS) 2014,https://ifsc.results.info/event/883/,Mokpo,11/10/2014 – 12/10/2014
2014,Youth Olympic Games Nanjing (CHN) - Sports Lab - Climbing Showcase,https://ifsc.results.info/event/884/,Munich,21/08/2014 – 23/08/2014
2014,Asian University Climbing Championships - Singapore (SIN) 2014,https://ifsc.results.info/event/885/,Laval,27/06/2014 – 28/06/2014
2014,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2014,https://ifsc.results.info/event/886/,Promo Sheffield,15/03/2014 – 16/03/2014
2014,Kia World Extreme Games - Shanghai (CHN) 2014,https://ifsc.results.info/event/887/,Kia Extreme Games,30/04/2014 – 01/05/2014
2014,Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2014,https://ifsc.results.info/event/888/,Vail,06/06/2014 – 07/06/2014
2014,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2014",https://ifsc.results.info/event/889/,Imst_Paraclimbing_14,04/07/2014 – 05/07/2014
1990,"Weltcup, Madonna di Campiglio 1990",https://ifsc.results.info/event/89/,O-Wi,27/04/1990 – 28/04/1990
2014,European Promo Event (S) - Munich (GER) 2014,https://ifsc.results.info/event/890/,Munich Promo,06/07/2014
2014,Promotional Event - Tout à Bloc (B) - L'Argentière la Bessée (FRA) 2014,https://ifsc.results.info/event/891/,TAB 2014,25/07/2014 – 26/07/2014
2014,"Intl. Event Open for Rockmaster (L, B) - Arco (ITA) 2014",https://ifsc.results.info/event/892/,LaengenfeldEYC14,15/08/2014 – 16/08/2014
2014,"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2014",https://ifsc.results.info/event/893/,Arco_RJ_2014,04/09/2014 – 05/09/2014
2014,Intl. Event - Rock Junior - Arco (ITA) 2014,https://ifsc.results.info/event/894/,Arco Rockmaster,30/08/2014 – 31/08/2014
2014,Promotional Event - Adidas Rockstars (B) - Stuttgart (GER) 2014,https://ifsc.results.info/event/895/,WYCH Noumea,19/09/2014 – 23/09/2014
2014,Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2014,https://ifsc.results.info/event/896/,Oloron 2014,27/09/2014 – 28/09/2014
2015,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,https://ifsc.results.info/event/897/,YCCF_15,06/06/2015 – 07/06/2015
2015,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,https://ifsc.results.info/event/898/,ImstEYC15,30/05/2015 – 31/05/2015
2015,IFSC Climbing Worldcup (B) - Vail (USA) 2015,https://ifsc.results.info/event/899/,Saanich15,17/05/2015
1990,"Weltcup, Berkeley 1990",https://ifsc.results.info/event/90/,W-Be,18/08/1990 – 19/08/1990
2015,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015",https://ifsc.results.info/event/900/,ImstEYC,06/06/2015
2015,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",https://ifsc.results.info/event/901/,Imst_Paraclimbing_15,27/06/2015 – 28/06/2015
2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015",https://ifsc.results.info/event/902/,Briançon,17/07/2015 – 18/07/2015
2015,IFSC Climbing Worldcup (L) - Briançon (FRA) 2015,https://ifsc.results.info/event/903/,ChamECH15,10/07/2015 – 12/07/2015
2015,IFSC Climbing Worldcup (L) - Imst (AUT) 2015,https://ifsc.results.info/event/904/,Imst,31/07/2015 – 01/08/2015
2015,IFSC Climbing Worldcup (B) - Munich (GER) 2015,https://ifsc.results.info/event/905/,Munich,14/08/2015 – 15/08/2015
2015,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,https://ifsc.results.info/event/906/,EUC15,05/08/2015 – 09/08/2015
2015,IFSC Climbing Worldcup (L) - Puurs (BEL) 2015,https://ifsc.results.info/event/907/,Torino 2015,19/09/2015 – 20/09/2015
2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",https://ifsc.results.info/event/908/,Wujiang,17/10/2015 – 18/10/2015
2015,IFSC Climbing Worldcup (L) - Kranj (SLO) 2015,https://ifsc.results.info/event/909/,ACH Ningbo,22/11/2015 – 24/11/2015
1990,"Weltcup, Nürnberg 1990",https://ifsc.results.info/event/91/,O-Nü,31/10/1990 – 01/11/1990
2015,IFSC World Youth Championships - Arco (ITA) - 2015,https://ifsc.results.info/event/910/,WYCH Arco,28/08/2015 – 06/09/2015
2015,Paraclimbing Cup (L) - Imst (AUT) 2015,https://ifsc.results.info/event/911/,LSEuro Edin,12/06/2015 – 14/06/2015
2015,Paraclimbing Cup (L) - Chamonix (FRA) 2015,https://ifsc.results.info/event/912/,LaengenfeldEYC15,04/07/2015 – 05/07/2015
2015,Paraclimbing Cup (L) - Sheffield (GBR) 2015,https://ifsc.results.info/event/913/,Puurs,26/09/2015 – 27/09/2015
2015,Asian Continental Championship - Ningbo (CHN) 2015,https://ifsc.results.info/event/914/,Kranj,14/11/2015 – 15/11/2015
2015,Asian Youth Championship - Putrajaya (MAS) 2015,https://ifsc.results.info/event/915/,HKG 2016,09/01/2016 – 10/01/2016
2015,European Championship (B) - Innsbruck (AUT) 2015,https://ifsc.results.info/event/916/,InnsbruckECH15,14/05/2015 – 16/05/2015
2015,"European Championship (L,S) - Chamonix (FRA) 2015",https://ifsc.results.info/event/917/,Chamonix,10/07/2015 – 12/07/2015
2015,European Youth Cup (L) - Dornbirn (AUT) 2015,https://ifsc.results.info/event/918/,DornbirnEYC15,09/05/2015 – 10/05/2015
2015,European Youth Cup (L) - Imst (AUT) 2015,https://ifsc.results.info/event/919/,Vail,05/06/2015 – 06/06/2015
1990,"Weltcup, Lyon 1990",https://ifsc.results.info/event/92/,O-Ly,14/11/1990 – 15/11/1990
2015,European Youth Cup (S) - Tarnow (POL) 2015,https://ifsc.results.info/event/920/,Chongqing,20/06/2015 – 21/06/2015
2015,European Youth Cup (B) - Laengenfeld (AUT) 2015,https://ifsc.results.info/event/921/,Chamonix_PC_15,10/07/2015 – 11/07/2015
2015,"European Youth Championship (L, S) - Edinburgh (GBR) 2015",https://ifsc.results.info/event/922/,Haiyang,26/06/2015 – 27/06/2015
2015,European Youth Championship (B) - L'Argentière la Bessée (FRA) 2015,https://ifsc.results.info/event/923/,Gaflenz 2015,18/07/2015
2015,European Youth Cup (L) - Mitterdorf (AUT) 2015,https://ifsc.results.info/event/924/,Stavanger,21/08/2015 – 22/08/2015
2015,European Youth Cup (S) - Imst (AUT) 2015,https://ifsc.results.info/event/925/,ImstEYC,22/08/2015
2015,European Universities Sport Climbing Championship - Katowice (POL) 2015,https://ifsc.results.info/event/926/,MitterdorfEYC15,08/08/2015 – 09/08/2015
2015,Promotional Event - Gravical (B) - Singapore (SIN) 2015,https://ifsc.results.info/event/927/,PAC YCH Mexico City,26/11/2014 – 30/11/2014
2015,IFSC World Climbing Camp @ The Boulders,https://ifsc.results.info/event/928/,WCC 15 Can,20/02/2015 – 22/02/2015
2015,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2015,https://ifsc.results.info/event/929/,Promo Sheffield,07/03/2015 – 08/03/2015
1990,"Weltcup, Barcelona 1990",https://ifsc.results.info/event/93/,O-Ba,13/12/1990 – 14/12/1990
2015,Kia World Extreme Games - Speed Climbing - Shanghai (CHN) 2015,https://ifsc.results.info/event/930/,Kia Extreme Games,01/05/2015 – 03/05/2015
2015,Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2015,https://ifsc.results.info/event/931/,Toronto15,30/05/2015 – 31/05/2015
2015,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2015",https://ifsc.results.info/event/932/,Petzen,10/07/2015 – 12/07/2015
2015,Promotional Event (S) - Gaflenz (AUT) 2015,https://ifsc.results.info/event/933/,BEuro Argentiere,21/07/2015 – 22/07/2015
2015,Torino European Climbing Challenge (L) - Torino (ITA) 2015,https://ifsc.results.info/event/934/,Oloron 2015,03/10/2015 – 04/10/2015
2015,Master Event - Adidas Rockstars (B) - Stuttgart (GER) 2015,https://ifsc.results.info/event/935/,Adidas Rockstars 15,25/09/2015 – 26/09/2015
2015,Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2015,https://ifsc.results.info/event/936/,She_Paraclimbing_15,03/10/2015 – 04/10/2015
2016,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,https://ifsc.results.info/event/937/,MeiringenWC,15/04/2016 – 16/04/2016
2016,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,https://ifsc.results.info/event/938/,KazoWC,23/04/2016 – 24/04/2016
2016,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",https://ifsc.results.info/event/939/,ChongqingWC,30/04/2016 – 01/05/2016
1990,"Weltcup, Open, Wien 1990",https://ifsc.results.info/event/94/,O-Ma,26/07/1990 – 27/07/1990
2016,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,https://ifsc.results.info/event/940/,Master_Nanjing,07/05/2016 – 08/05/2016
2016,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,https://ifsc.results.info/event/941/,NaviMumbaiPromo,16/05/2016
2016,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,https://ifsc.results.info/event/942/,TyrolWC,20/05/2016 – 21/05/2016
